Period,Sd,Sa
0.0,0.0,0.09166548565255475
0.1,0.045141679881316656,0.1816638215817369
0.2,0.20176513065141277,0.2029910317495976
0.3,0.40853999850437406,0.18267655078762307
0.4,0.5901100129895777,0.14842386292886936
0.5,0.8105184647190747,0.13047089266553424
0.6,0.957279018065562,0.10701059247672863
0.7,1.0986409954305845,0.09022989455756425
0.8,1.218141633627593,0.07659643239297319
0.9,1.3268103596534242,0.06591960013111534
1.0,1.4592557055730984,0.058724878834002056
1.1,1.5182701666443688,0.05049570237405222
1.2,1.656382313895519,0.0462901749210267
1.3,1.7841083725924531,0.04248398590053344
1.4,1.8861461070169192,0.03872665526412396
1.5,1.954618156351113,0.034959896628605026
1.6,1.93376346593034,0.030398637254733518
1.7,2.0174480768220118,0.028092814574453423
1.8,2.096841681669803,0.02604422029649249
1.9,2.1536199892074994,0.024007813073048702
2.0,2.183060437744962,0.021963244550674547
2.1,2.1710164994793058,0.01981140443769356
2.2,2.2594582030684123,0.018786664497419107
2.3,2.3393178431291317,0.01779607759536613
2.4,2.4086292364769326,0.016828220716477826
2.5,2.4654379644947353,0.01587467311558982
2.6,2.507615619291518,0.01492811595003286
2.7,2.533012137662053,0.013983003677209734
2.8,2.539275209364826,0.013034201763051128
2.9,2.5239645592482245,0.012077526134316502
3.0,2.4845825376643145,0.011109682522868494
3.1,2.410334649173844,0.010093567357984575
3.2,2.4619740731339808,0.009675518502951001
3.3,2.524300761415501,0.009328330999566474
3.4,2.5822236322888905,0.008989318055453402
3.5,2.6351084931189734,0.008656715431911613
3.6,2.6823468156523815,0.008329149500072606
3.7,2.7233179505097844,0.008005447797388366
3.8,2.7573844326374055,0.007684592727713938
3.9,2.78394298290175,0.007365832719481845
4.0,2.802378286623088,0.007048513015079633
