,he1,hi1,b1,h1,he2,hi2,b2,h2,T,Weight,Mstar,Part Factor
0,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.5090964611307544,1533.25,285.8923428557674,1.1975845603704682
1,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.4732405046845623,1574.6875,282.1815568109587,1.2048237677951756
2,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.49414749377169287,1596.25,288.80225978837575,1.1916219755565374
3,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.45778743920034776,1637.6875,285.221695966497,1.1989240038555615
4,0.35,0.35,0.35,0.55,0.35,0.35,0.35,0.55,0.48157913915545364,1659.25,291.44020673187185,1.1860154349763896
5,0.35,0.35,0.35,0.55,0.35,0.35,0.35,0.55,0.4446795956784564,1700.6875,288.0199506168309,1.193248513342414
6,0.35,0.35,0.35,0.6,0.35,0.35,0.35,0.6,0.5106152517004378,1685.6875,295.53589741085773,1.1769614303634794
7,0.35,0.35,0.35,0.6,0.35,0.35,0.35,0.6,0.4708511621445813,1722.25,293.8483976404408,1.1807410530893918
8,0.35,0.35,0.35,0.6,0.35,0.35,0.35,0.6,0.43339566228570414,1763.6875,290.61359404692246,1.187792050627289
9,0.35,0.35,0.35,0.6499999999999999,0.35,0.35,0.35,0.6499999999999999,0.5017749423800388,1748.6875,297.52996420752,1.172411068211795
10,0.35,0.35,0.35,0.6499999999999999,0.35,0.35,0.35,0.6499999999999999,0.46157631222138695,1785.25,296.0601408768627,1.1757737794157472
11,0.35,0.35,0.35,0.6499999999999999,0.35,0.35,0.35,0.6499999999999999,0.42355908854909496,1826.6875,293.03229132146737,1.182544562602271
12,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.49888817886234477,1592.3125,287.8268746907414,1.1936473257585374
13,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.46259132738986486,1633.75,284.22279689813945,1.2008940096675988
14,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.4939324570646913,1655.3125,288.84586820990637,1.191530810027699
15,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.45707979816706823,1696.75,285.36777382225364,1.1986333910837024
16,0.35,0.35,0.35,0.55,0.35,0.35,0.35,0.55,0.4813708461987183,1718.3125,291.4854968632835,1.1859175843843144
17,0.35,0.35,0.35,0.55,0.35,0.35,0.35,0.55,0.4439837127218536,1759.75,288.1745465854015,1.1929284320510487
18,0.35,0.35,0.35,0.6,0.35,0.35,0.35,0.6,0.510615251700438,1744.75,295.5358974108576,1.1769614303634797
19,0.35,0.35,0.35,0.6,0.35,0.35,0.35,0.6,0.47065248141231125,1781.3125,293.8944187410765,1.180638870699912
20,0.35,0.35,0.35,0.6,0.35,0.35,0.35,0.6,0.43272219839763465,1822.75,290.7736876243553,1.1874493519468154
21,0.35,0.35,0.35,0.6499999999999999,0.35,0.35,0.35,0.6499999999999999,0.5017749423800392,1807.75,297.52996420752004,1.172411068211795
22,0.35,0.35,0.35,0.6499999999999999,0.35,0.35,0.35,0.6499999999999999,0.4613896874099742,1844.3125,296.1059453409787,1.1756697144709045
23,0.35,0.35,0.35,0.6499999999999999,0.35,0.35,0.35,0.6499999999999999,0.42291765319208197,1885.75,293.194673800509,1.1821870081797925
24,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.4857363890029703,1651.375,290.51492038068176,1.1880029386340039
25,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.44890471483421707,1692.8125,287.06472418841213,1.1952113231674244
26,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.4855549864947618,1714.375,290.5534805810233,1.187920557145483
27,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.44832855997357757,1755.8125,287.1896260107464,1.1949561456310334
28,0.35,0.35,0.35,0.55,0.35,0.35,0.35,0.55,0.4811549659529485,1777.375,291.532587603964,1.1858157878124151
29,0.35,0.35,0.35,0.55,0.35,0.35,0.35,0.55,0.4432494297003501,1818.8125,288.3384791160235,1.1925882924727143
30,0.35,0.35,0.35,0.6,0.35,0.35,0.35,0.6,0.510615251700439,1803.8125,295.53589741085784,1.176961430363479
31,0.35,0.35,0.35,0.6,0.35,0.35,0.35,0.6,0.4704421311658019,1840.375,293.9433230627494,1.1805302308149932
