,h111,bx111,hx111,by111,hy111,h121,bx121,hx121,by121,hy121,h131,bx131,hx131,by131,hy131,h141,bx141,hx141,by141,hy141,h151,bx151,hx151,h211,bx211,hx211,by211,hy211,h221,bx221,hx221,by221,hy221,h231,bx231,hx231,by231,hy231,h241,bx241,hx241,by241,hy241,h251,bx251,hx251,h311,bx311,hx311,by311,hy311,h321,bx321,hx321,by321,hy321,h331,bx331,hx331,by331,hy331,h341,bx341,hx341,by341,hy341,h351,bx351,hx351,h411,by411,hy411,h421,by421,hy421,h431,by431,hy431,h441,by441,hy441,h451,h112,bx112,hx112,by112,hy112,h122,bx122,hx122,by122,hy122,h132,bx132,hx132,by132,hy132,h142,bx142,hx142,by142,hy142,h152,bx152,hx152,h212,bx212,hx212,by212,hy212,h222,bx222,hx222,by222,hy222,h232,bx232,hx232,by232,hy232,h242,bx242,hx242,by242,hy242,h252,bx252,hx252,h312,bx312,hx312,by312,hy312,h322,bx322,hx322,by322,hy322,h332,bx332,hx332,by332,hy332,h342,bx342,hx342,by342,hy342,h352,bx352,hx352,h412,by412,hy412,h422,by422,hy422,h432,by432,hy432,h442,by442,hy442,h452,T1,T2,Weight,Mstar1,Mstar2,Part Factor1,Part Factor2
0,0.35,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.4,0.35,0.45,0.35,0.45,0.4,0.35,0.45,0.35,0.45,0.4,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.4,0.35,0.45,0.35,0.45,0.4,0.35,0.45,0.35,0.45,0.4,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.4,0.35,0.45,0.35,0.45,0.4,0.35,0.45,0.35,0.45,0.4,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.4,0.35,0.45,0.35,0.45,0.4,0.35,0.45,0.35,0.45,0.4,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.5144968832428802,0.5090964611307544,1533.25,284.87337937434944,285.8923428557674,1.1996143753528905,1.1975845603704682
1,0.35,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.45,0.35,0.45,0.35,0.45,0.45,0.35,0.45,0.35,0.45,0.45,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.45,0.35,0.45,0.35,0.45,0.45,0.35,0.45,0.35,0.45,0.45,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.45,0.35,0.45,0.35,0.45,0.45,0.35,0.45,0.35,0.45,0.45,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.45,0.45,0.35,0.45,0.35,0.45,0.45,0.35,0.45,0.35,0.45,0.45,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.4786906712609042,0.4732405046845623,1574.6875,281.14740753219763,282.1815568109587,1.2067639546493314,1.2048237677951756
2,0.35,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.5,0.4,0.35,0.45,0.35,0.5,0.4,0.35,0.45,0.35,0.5,0.4,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.5,0.4,0.35,0.45,0.35,0.5,0.4,0.35,0.45,0.35,0.5,0.4,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.35,0.5,0.35,0.35,0.5,0.35,0.35,0.5,0.35,0.35,0.5,0.35,0.35,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.5,0.4,0.35,0.45,0.35,0.5,0.4,0.35,0.45,0.35,0.5,0.4,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.5,0.4,0.35,0.45,0.35,0.5,0.4,0.35,0.45,0.35,0.5,0.4,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.35,0.5,0.35,0.35,0.5,0.35,0.35,0.5,0.35,0.35,0.5,0.35,0.5143045186110018,0.49414749377169287,1596.25,284.90854886502945,288.80225978837575,1.1995448343847177,1.1916219755565374
3,0.35,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.5,0.45,0.35,0.45,0.35,0.5,0.45,0.35,0.45,0.35,0.5,0.45,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.5,0.45,0.35,0.45,0.35,0.5,0.45,0.35,0.45,0.35,0.5,0.45,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.35,0.5,0.35,0.35,0.5,0.35,0.35,0.5,0.35,0.35,0.5,0.35,0.35,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.5,0.45,0.35,0.45,0.35,0.5,0.45,0.35,0.45,0.35,0.5,0.45,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.5,0.45,0.35,0.45,0.35,0.5,0.45,0.35,0.45,0.35,0.5,0.45,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.35,0.5,0.35,0.35,0.5,0.35,0.35,0.5,0.35,0.35,0.5,0.35,0.478102027392726,0.45778743920034776,1637.6875,281.25669124269336,285.221695966497,1.2065605746618557,1.1989240038555615
4,0.35,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.55,0.4,0.35,0.45,0.35,0.55,0.4,0.35,0.45,0.35,0.55,0.4,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.55,0.4,0.35,0.45,0.35,0.55,0.4,0.35,0.45,0.35,0.55,0.4,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.35,0.55,0.35,0.35,0.55,0.35,0.35,0.55,0.35,0.35,0.55,0.35,0.35,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.55,0.4,0.35,0.45,0.35,0.55,0.4,0.35,0.45,0.35,0.55,0.4,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.55,0.4,0.35,0.45,0.35,0.55,0.4,0.35,0.45,0.35,0.55,0.4,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.35,0.55,0.35,0.35,0.55,0.35,0.35,0.55,0.35,0.35,0.55,0.35,0.5141035097436597,0.48157913915545364,1659.25,284.94530043885504,291.44020673187185,1.1994721252755678,1.1860154349763896
5,0.35,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.55,0.45,0.35,0.45,0.35,0.55,0.45,0.35,0.45,0.35,0.55,0.45,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.55,0.45,0.35,0.45,0.35,0.55,0.45,0.35,0.45,0.35,0.55,0.45,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.35,0.55,0.35,0.35,0.55,0.35,0.35,0.55,0.35,0.35,0.55,0.35,0.35,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.55,0.45,0.35,0.45,0.35,0.55,0.45,0.35,0.45,0.35,0.55,0.45,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.55,0.45,0.35,0.45,0.35,0.55,0.45,0.35,0.45,0.35,0.55,0.45,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.35,0.55,0.35,0.35,0.55,0.35,0.35,0.55,0.35,0.35,0.55,0.35,0.4774782489222511,0.4446795956784564,1700.6875,281.3724105907561,288.0199506168309,1.2063447903186009,1.193248513342414
6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.5537071089502658,0.5106152517004378,1685.6875,287.03639204454726,295.53589741085773,1.1952691443206693,1.1769614303634794
7,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.6,0.4,0.35,0.45,0.35,0.6,0.4,0.35,0.45,0.35,0.6,0.4,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.6,0.4,0.35,0.45,0.35,0.6,0.4,0.35,0.45,0.35,0.6,0.4,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.6,0.4,0.35,0.45,0.35,0.6,0.4,0.35,0.45,0.35,0.6,0.4,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.6,0.4,0.35,0.45,0.35,0.6,0.4,0.35,0.45,0.35,0.6,0.4,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.5139336001523819,0.4708511621445813,1722.25,284.9763713837634,293.8483976404408,1.1994106229281614,1.1807410530893918
8,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.6,0.45,0.35,0.45,0.35,0.6,0.45,0.35,0.45,0.35,0.6,0.45,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.6,0.45,0.35,0.45,0.35,0.6,0.45,0.35,0.45,0.35,0.6,0.45,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.6,0.45,0.35,0.45,0.35,0.6,0.45,0.35,0.45,0.35,0.6,0.45,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.6,0.45,0.35,0.45,0.35,0.6,0.45,0.35,0.45,0.35,0.6,0.45,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.35,0.6,0.35,0.4769431553541125,0.43339566228570414,1763.6875,281.4716544783323,290.61359404692246,1.2061593787337999,1.187792050627289
9,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.35,0.6499999999999999,0.35,0.35,0.6499999999999999,0.35,0.35,0.6499999999999999,0.35,0.35,0.6499999999999999,0.35,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.35,0.6499999999999999,0.35,0.35,0.6499999999999999,0.35,0.35,0.6499999999999999,0.35,0.35,0.6499999999999999,0.35,0.5537071089502649,0.5017749423800388,1748.6875,287.0363920445473,297.52996420752,1.1952691443206696,1.172411068211795
