,he1,hi1,b1,h1,he2,hi2,b2,h2,T,Weight,Mstar,Part Factor
0,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.5144968832428802,1533.25,284.87337937434944,1.1996143753528905
1,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.4786906712609042,1574.6875,281.14740753219763,1.2067639546493314
2,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.5143045186110018,1596.25,284.90854886502945,1.1995448343847177
3,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.478102027392726,1637.6875,281.25669124269336,1.2065605746618557
4,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.5141035097436597,1659.25,284.94530043885504,1.1994721252755678
5,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.4774782489222511,1700.6875,281.3724105907561,1.2063447903186009
6,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.5537071089502658,1685.6875,287.03639204454726,1.1952691443206693
7,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.5139336001523819,1722.25,284.9763713837634,1.1994106229281614
8,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.4769431553541125,1763.6875,281.4716544783323,1.2061593787337999
9,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.5537071089502649,1748.6875,287.0363920445473,1.1952691443206696
10,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.5138162312390875,1785.25,284.9978389268152,1.1993681127267428
11,0.35,0.35,0.35,0.45,0.35,0.35,0.35,0.45,0.47656886970913,1826.6875,281.5410813470721,1.2060294811829373
12,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.508878031494153,1592.3125,285.93333489165667,1.197502257397346
13,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.4725329101510889,1633.75,282.3163296424576,1.2045683679215138
14,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.4986998589620793,1655.3125,287.86413424423347,1.1935704448711604
15,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.4620041189034945,1696.75,284.3409800600588,1.2006625134288231
16,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.49849935167149984,1718.3125,287.9038624520447,1.1934884272480561
17,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.46137049061193053,1759.75,284.4687055987819,1.2004118454752903
18,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.5386593059463022,1744.75,289.7809120343545,1.1895636103836207
19,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.49832666545697213,1781.3125,287.9381266379449,1.1934176543590758
20,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.4608169316129797,1822.75,284.5804983156534,1.2001920382947449
21,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.5386593059463011,1807.75,289.78091203435446,1.1895636103836207
22,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.4982055537947588,1844.3125,287.9621846280013,1.1933679427638209
23,0.35,0.35,0.35,0.5,0.35,0.35,0.35,0.5,0.46042387456189504,1885.75,284.66001172206154,1.2000354674744163
