,he1,hi1,b1,h1,he2,hi2,b2,h2,he3,hi3,b3,h3,he4,hi4,b4,h4,T,Weight,Mstar,Part Factor
0,0.25,0.25,0.25,0.4,0.25,0.25,0.25,0.4,0.25,0.25,0.25,0.4,0.25,0.25,0.25,0.4,1.943697460935877,149.1021728515625,143.26334885481006,1.2381279308745494
1,0.25,0.25,0.25,0.45,0.25,0.25,0.25,0.45,0.25,0.25,0.25,0.45,0.25,0.25,0.25,0.45,1.8819048281337711,162.8521728515625,144.51795817454075,1.2337136327448635
2,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.5,1.8389171613642834,176.6021728515625,145.44199928805153,1.2304369447167898
3,0.25,0.25,0.25,0.55,0.25,0.25,0.25,0.55,0.25,0.25,0.25,0.55,0.25,0.25,0.25,0.55,1.8082463395964508,190.35217285156253,146.12932474856274,1.227985781253881
4,0.25,0.3,0.25,0.4,0.25,0.25,0.25,0.4,0.25,0.25,0.25,0.4,0.25,0.25,0.25,0.4,1.7679471707689653,153.9146728515625,134.2596413775148,1.2634812098168888
5,0.25,0.3,0.25,0.4,0.25,0.3,0.25,0.4,0.25,0.25,0.25,0.4,0.25,0.25,0.25,0.4,1.6693017334489995,158.0396728515625,133.33623694988773,1.2849053692898933
6,0.25,0.3,0.25,0.4,0.25,0.3,0.25,0.4,0.25,0.3,0.25,0.4,0.25,0.25,0.25,0.4,1.618489677966039,162.1646728515625,137.5515175601637,1.273161859613143
7,0.25,0.3,0.25,0.4,0.25,0.3,0.25,0.4,0.25,0.3,0.25,0.4,0.25,0.3,0.25,0.4,1.6080361178340186,166.2896728515625,141.37638961917085,1.2467813293974934
8,0.25,0.3,0.25,0.45,0.25,0.25,0.25,0.45,0.25,0.25,0.25,0.45,0.25,0.25,0.25,0.45,1.7048883617024972,167.6646728515625,135.18962589398575,1.26094913087402
9,0.25,0.3,0.25,0.45,0.25,0.3,0.25,0.45,0.25,0.25,0.25,0.45,0.25,0.25,0.25,0.45,1.6075786637832417,171.7896728515625,134.34941647373935,1.2824814809878597
10,0.25,0.3,0.25,0.45,0.25,0.3,0.25,0.45,0.25,0.3,0.25,0.45,0.25,0.25,0.25,0.45,1.5574362088028813,175.9146728515625,138.81077314355596,1.2694882332331383
11,0.25,0.3,0.25,0.45,0.25,0.3,0.25,0.45,0.25,0.3,0.25,0.45,0.25,0.3,0.25,0.45,1.5471995948078414,180.0396728515625,142.84131950382675,1.2417547179488961
12,0.25,0.3,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.5,1.6612996369394335,181.4146728515625,135.9014342694681,1.2590211396178805
13,0.25,0.3,0.25,0.5,0.25,0.3,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.5,1.565458908266958,185.5396728515625,135.13588427342899,1.2804427076037836
14,0.25,0.3,0.25,0.5,0.25,0.3,0.25,0.5,0.25,0.3,0.25,0.5,0.25,0.25,0.25,0.5,1.5159666153354172,189.6646728515625,139.7567170392714,1.2665841077696378
15,0.25,0.3,0.25,0.5,0.25,0.3,0.25,0.5,0.25,0.3,0.25,0.5,0.25,0.3,0.25,0.5,1.5058279531573346,193.7896728515625,143.94730289381417,1.2378159477596373
16,0.25,0.3,0.25,0.55,0.25,0.25,0.25,0.55,0.25,0.25,0.25,0.55,0.25,0.25,0.25,0.55,1.6303714277919208,195.1646728515625,136.44683503116536,1.2575452942458505
