he1,0.25
hi1,0.25
b1,0.25
h1,0.4
he2,0.25
hi2,0.25
b2,0.25
h2,0.4
he3,0.25
hi3,0.25
b3,0.25
h3,0.4
he4,0.25
hi4,0.25
b4,0.25
h4,0.4
T,1.943697460935877
Weight,149.1021728515625
Mstar,143.26334885481006
Part Factor,1.2381279308745494
