IML,C,D,1_R_ISDR_SD,1_R_ISDR_NSD,1_R_ISDR_TOTAL,1_R_PFA,1_R_TOTAL,2_R_ISDR_SD,2_R_ISDR_NSD,2_R_ISDR_TOTAL,2_R_PFA,2_R_TOTAL,3_R_ISDR_SD,3_R_ISDR_NSD,3_R_ISDR_TOTAL,3_R_PFA,3_R_TOTAL,4_R_ISDR_SD,4_R_ISDR_NSD,4_R_ISDR_TOTAL,4_R_PFA,4_R_TOTAL,R_ISDR_SD_TOTAL,R_ISDR_NSD_TOTAL,R_ISDR_TOTAL_TOTAL,R_PFA_TOTAL,R_TOTAL_TOTAL,E_NC_ND_ISDR_S,E_NC_ND_ISDR_NS,E_NC_ND_ISDR_TOTAL,E_NC_ND_PFA_TOTAL,E_NC_ND_S,E_NC_ND_NS,E_NC_ND,E_NC_D,E_C,E_LT
0.05,8.484149494746602e-21,1.5234617459418249e-18,25.416317018535725,6687.212659566582,6712.628976585118,136.77420236111442,6849.403178946232,209.01494983232502,9591.916669725797,9800.931619558121,392.11917678547803,10193.0507963436,172.98483592740754,8701.159914956708,8874.144750884116,580.3732056240635,9454.51795650818,79.62165673796657,5620.339195620814,5699.960852358781,325.03688504970296,6024.997737408485,487.03775951623487,30600.628439869903,31087.666199386134,1434.303469820359,32521.969669206497,487.03775951623487,30600.628439869903,31087.666199386134,1434.303469820359,487.03775951623487,32034.93190969026,32521.969669206497,1.7968085650150878e-12,1.0006416321011613e-14,32521.969669206497
0.1,8.286959569910292e-14,2.066441003293312e-12,125.48214755048942,15005.356487441244,15130.838634991733,259.80885335378736,15390.64748834552,733.418722762556,20461.286807683347,21194.705530445903,574.0815831850384,21768.78711363094,618.7321350504644,18780.5492708859,19399.281405936363,507.1594983364202,19906.440904272782,288.8467924792217,12128.109119260267,12416.95591173949,286.41989494068184,12703.375806680171,1766.4797978427314,66375.30168527075,68141.78148311347,1627.4698298159278,69769.25131292941,1766.479797838935,66375.30168512808,68141.78148296701,1627.46982981243,1766.479797838935,68002.77151494051,69769.25131277945,2.437211767020812e-06,9.773845633349532e-08,69769.25131531441
0.15000000000000002,1.9380429450128394e-10,1.896179698209605e-09,303.51435965987054,22900.96467766416,23204.479037324032,325.7009850301054,23530.180022354136,1341.7224529932982,29825.318643481314,31167.04109647461,470.14746000731503,31637.188556481928,1165.2695524501098,27593.658564864603,28758.928117314714,191.59461443379934,28950.52273174851,606.8955557735221,19071.311650150154,19678.207205923674,1037.8140438509608,20716.021249774636,3417.401920876801,99391.25353616022,102808.65545703704,2025.2571033221807,104833.91256035921,3417.401913734486,99391.25332843409,102808.65524216859,2025.2570990894258,3417.401913734486,101416.51042752352,104833.91234125801,0.0022364013608914997,0.00022857759128131792,104833.91480623695
0.2,2.2772824687952733e-08,1.265266210176131e-07,552.3040678597033,30230.17537884,30782.4794466997,347.59912793331944,31130.078574633022,1807.3033832612052,37752.29559926711,39559.59898252832,374.36959867972337,39933.96858120804,1657.395140818861,35248.92890690806,36906.32404772692,433.0572833806759,37339.381331107594,957.9875383869751,25067.148374300512,26025.13591268749,3631.729310967381,29656.86522365487,4974.990130326744,128298.54825931569,133273.53838964243,4786.7553209611,138060.29371060352,4974.98938756349,128298.5291044139,133273.5184919774,4786.754606301196,4974.98938756349,133085.2837107151,138060.2730982786,0.1492286312900166,0.026858834203023717,138060.44918574407
0.25,6.041139493711639e-07,2.288277403210219e-06,783.0713424854453,35577.87555338704,36360.94689587249,433.1856327434308,36794.13252861592,2049.1957544730676,43803.51332675513,45852.7090812282,325.4687773920025,46178.1778586202,1978.6210773298246,40987.872700927444,42966.49377825727,872.969848026851,43839.463626284116,1243.6852227092152,29620.056837180568,30863.742059889784,6329.902883735825,37193.64494362561,6054.573396997553,149989.3184182502,156043.89181524774,7961.527141898108,164005.41895714586,6054.555884810185,149988.88459064995,156043.4404754601,7961.504114056855,6054.555884810185,157950.3887047068,164004.944589517,2.6988494882121237,0.7125069739142951,164008.35594597913
0.3,6.716174757998304e-06,1.928604386888201e-05,1020.7907314179408,40191.02342880842,41211.81416022636,619.9626152079957,41831.77677543435,1928.5396222602185,49303.35577921587,51231.89540147609,793.7385766382922,52025.63397811438,2058.304334626775,45841.53906797766,47899.843402604434,2976.616454858847,50876.459857463284,1491.0298240166705,33254.982617662645,34746.01244167932,11489.806714828468,46235.81915650779,6498.664512321605,168590.90089366457,175089.56540598618,15880.124361533602,190969.6897675198,6498.495533467934,168586.51717803834,175085.01271150628,15879.711445125058,6498.495533467934,184466.2286231634,190964.72415663133,22.746285663791756,7.921223070717198,190995.39166536584
0.35000000000000003,4.263903255220913e-05,9.935560155910286e-05,1258.3539487529588,44575.073391488186,45833.42734024114,1288.7545214073327,47122.181861648474,1414.5608566826309,55249.90168337,56664.462540052635,1934.5303980623034,58598.99293811494,1809.2527401633702,51294.425899510075,53103.678639673446,5283.085314459763,58386.76395413321,1688.4759750188387,37162.73334955081,38851.209324569645,15223.78565304504,54074.99497761468,6170.6435206177985,188282.13432391908,194452.77784453687,23730.15588697444,218182.9337315113,6169.767348490337,188255.40006878952,194425.16741727988,23726.786432702935,6169.767348490337,211982.18650149246,218151.9538499828,117.17746395097687,50.289532440082745,218319.42084637383
0.4,0.00018410402433861027,0.0003646863505236071,1453.3746881235752,48123.29538579098,49576.67007391456,1213.979113456829,50790.64918737139,967.0706816513741,59754.28520307126,60721.35588472264,1850.7705003158535,62572.12638503849,1505.7931456348051,55998.61928966453,57504.41243529934,6128.607249119421,63633.01968441876,1863.8644070121036,40802.22691399724,42666.09132100934,18362.300001138894,61028.391322148236,5790.102922421858,204678.426792524,210468.52971494588,27555.656864031,238024.1865789769,5786.925758417383,204566.1149841139,210353.0407425313,27540.536434864007,5786.925758417383,232106.6514189779,237893.5771773953,430.04093918288424,217.13685208476056,238540.75496866292
0.45,0.0006018458118507907,0.0010478861807222798,1594.9628485834055,51932.08514212577,53527.04799070917,2318.7758568084887,55845.82384751766,512.7143780303844,64354.365178429165,64867.07955645955,2839.7999014239012,67706.87945788345,1022.6872860532521,60971.05074923283,61993.738035286086,8350.104532849455,70343.84256813554,1850.1468375911375,45035.58281680819,46885.72965439933,22948.27141621492,69834.00107061425,4980.51135025818,222293.08388659597,227273.59523685413,36456.951707296765,263730.54694415093,4972.297982383005,221926.50006705037,226898.79804943336,36396.83049987014,4972.297982383005,258323.33056692051,263295.6285493035,1235.1591261073563,709.8318762729565,265240.61955168383
0.5,0.0015977040812793714,0.0025066043460677894,1593.040375789224,57409.1095382188,59002.14991400803,3460.50561546415,62462.65552947218,219.76452424561427,69137.23798612208,69357.0025103677,4508.771203936043,73865.77371430375,608.8280204575686,65972.52444542409,66581.35246588166,12225.362715771127,78806.71518165279,1780.1355331860975,49717.914451478406,51498.0499846645,29192.096000693786,80690.1459853583,4201.768453678505,242236.78642124336,246438.5548749219,49386.73553586511,295825.290410787,4184.53992729701,241243.54205010878,245428.08197740582,49184.23492559691,4184.53992729701,290427.7769757057,294612.3169030027,2951.6279549552314,1884.3718165221064,299448.31667448
