IML,C,D,1_R_ISDR_SD,1_R_ISDR_NSD,1_R_ISDR_TOTAL,1_R_PFA,1_R_TOTAL,2_R_ISDR_SD,2_R_ISDR_NSD,2_R_ISDR_TOTAL,2_R_PFA,2_R_TOTAL,3_R_ISDR_SD,3_R_ISDR_NSD,3_R_ISDR_TOTAL,3_R_PFA,3_R_TOTAL,4_R_ISDR_SD,4_R_ISDR_NSD,4_R_ISDR_TOTAL,4_R_PFA,4_R_TOTAL,5_R_ISDR_SD,5_R_ISDR_NSD,5_R_ISDR_TOTAL,5_R_PFA,5_R_TOTAL,6_R_ISDR_SD,6_R_ISDR_NSD,6_R_ISDR_TOTAL,6_R_PFA,6_R_TOTAL,R_ISDR_SD_TOTAL,R_ISDR_NSD_TOTAL,R_ISDR_TOTAL_TOTAL,R_PFA_TOTAL,R_TOTAL_TOTAL,E_NC_ND_ISDR_S,E_NC_ND_ISDR_NS,E_NC_ND_ISDR_TOTAL,E_NC_ND_PFA_TOTAL,E_NC_ND_S,E_NC_ND_NS,E_NC_ND,E_NC_D,E_C,E_LT
0.05,6.969552858288464e-20,1.6109733259990995e-21,72.57046441469743,11259.323020941483,11331.89348535618,207.1794276294254,11539.072912985606,439.56902719017825,15521.440759140447,15961.009786330626,472.74495851931806,16433.754744849943,547.093418586068,17811.538911507796,18358.632330093864,556.6190020648912,18915.251332158754,513.4643354888531,17285.49594651648,17798.960282005333,579.6151516457574,18378.57543365109,332.2901083057715,13392.79231927253,13725.082427578302,595.2763237184712,14320.358751296773,140.38924938437103,8035.604906574959,8175.994155959331,316.0086963685936,8492.002852327925,2045.3766033699392,83306.19586395369,85351.57246732364,2727.443559946457,88079.01602727009,2045.3766033699392,83306.19586395369,85351.57246732364,2727.443559946457,2045.3766033699392,86033.63942390015,88079.01602727009,3.3778166983499076e-15,1.46134461972912e-13,88079.01602727009
0.1,1.535022799628217e-12,1.9460865404997924e-13,316.14373756474095,23019.876286863702,23336.020024428442,489.26756326308873,23825.28758769153,1259.153018027998,29751.605732247324,31010.758750275323,619.3224303085074,31630.08118058383,1453.6916845800092,33624.73919716389,35078.4308817439,726.5139873489051,35804.944869092804,1395.0605512627894,32711.936259702856,34106.99681096565,589.6400333020295,34696.636844267676,1024.9837980909992,26459.695680166846,27484.679478257844,354.52205931465573,27839.2015375725,482.45624424947096,16836.85536802061,17319.31161227008,920.8686008676352,18240.180213137715,5931.489033776007,162404.7085241652,168336.19755794122,3700.1346744048215,172036.33223234606,5931.489033765748,162404.7085238843,168336.19755765007,3700.1346743984213,5931.489033765748,166104.84319828273,172036.33223204847,4.080467073436687e-07,3.2185670372390223e-06,172036.33223567507
0.15000000000000002,4.236702732124701e-09,1.1527429760418919e-09,556.4277653590386,30111.831694700213,30668.259460059253,878.648869571706,31546.908329630958,1809.0137284740997,38748.04668511866,40557.06041359276,795.6208334510181,41352.68124704377,1860.452506905483,44104.370371987956,45964.822878893436,1358.9305844374446,47323.75346333088,1856.9959388784378,42404.25973045562,44261.25566933406,1348.4369109062472,45609.692580240306,1526.057792252175,33910.089031516916,35436.14682376909,881.1104755009435,36317.25729927004,747.3683330851256,21851.5843099164,22598.95264300153,2525.714045237978,25124.666688239507,8356.316064954359,211130.18182369575,219486.49788865013,7788.461719105338,227274.95960775547,8356.316019918446,211130.18068582108,219486.49670573956,7788.461677129845,8356.316019918446,218918.64236295092,227274.95838286937,0.0024170198190391176,0.008883328484436674,227274.9696832177
0.2,4.885552342033838e-07,2.0608523657293017e-07,880.5466687879752,37156.05409063133,38036.60075941931,2930.493021978442,40967.09378139775,1708.7450528692978,47973.79976774812,49682.54482061742,2748.1758910847943,52430.72071170221,1332.097009526181,55345.44961554867,56677.54662507485,5049.77238697499,61727.31901204984,1665.3940421785605,52502.82707388739,54168.22111606595,4963.9594687888775,59132.180584854825,1828.7504756426238,41261.19758145162,43089.94805709424,4120.740729457501,47210.68878655174,1047.0001234506035,26921.473849845053,27968.47397329566,7858.014927041625,35826.48890033728,8462.533372455242,261160.8019791122,269623.3353515674,27671.156425326233,297294.4917768936,8462.527494037928,261160.62056627608,269623.148060314,27671.137203823895,8462.527494037928,288831.75777009997,297294.2852641379,0.432110080317777,1.024380727803163,297295.741754946
0.25,1.18343242519188e-05,6.614212483698916e-06,1171.2775608089844,42496.10251536038,43667.380076169364,3012.7360532385096,46680.11612940787,1268.3027112276613,56337.53675661187,57605.839467839534,2212.110049618735,59817.94951745827,753.1489458192673,64493.08492602723,65246.233871846496,5186.5236810892275,70432.75755293573,1007.9140913727546,61654.0966304708,62662.01072184355,6496.930233318634,69158.94095516218,1768.9900433909038,48598.05515623545,50367.04519962636,6554.939674465808,56921.984874092166,1316.9688572269379,32084.24320956308,33401.212066790016,11221.747848400684,44622.9599151907,7286.602209846508,305663.11919426883,312949.7214041153,34684.9875401316,347634.7089442469,7286.467783268319,305657.48018091137,312943.9479641797,34684.34765557975,7286.467783268319,340341.8278364911,347628.2956197594,13.868220296142553,24.813680913696857,347666.9775209693
0.3,0.0001164007109195855,7.883537025056035e-05,1443.2445818788708,48657.268392503844,50100.51297438271,5921.517923203012,56022.030897585726,709.1721203008623,65390.86347606065,66100.03559636151,4412.001987788284,70512.0375841498,791.0812656590381,73977.07347221355,74768.1547378726,9990.473944930767,84758.62868280336,868.3851550867116,71227.60632733365,72095.99148242036,12048.729343206627,84144.72082562698,1452.5219447920351,57040.79637509534,58493.318319887374,11910.889322945273,70404.20764283265,1498.1474113323397,37685.01379067186,39183.1612020042,18396.06473045158,57579.22593245578,6762.552479049857,353978.6218338789,360741.17431292875,62679.677252525544,423420.85156545433,6761.232246861657,353909.51568321645,360670.7479300781,62667.440493149385,6761.232246861657,416576.95617636584,423338.1884232275,165.27923165707287,244.0637959043377,423747.53145078896
0.35000000000000003,0.000644813569377584,0.0005004206869639059,1401.8044536846103,55493.908395621664,56895.71284930628,10145.835497088054,67041.54834639432,1688.5808018461153,74540.27107760024,76228.85187944635,8333.411562116587,84562.26344156293,4048.9280569135726,83899.81594523347,87948.74400214704,15703.73219063483,103652.47619278188,3346.339885956331,81655.07340266816,85001.41328862449,17714.889994064797,102716.30328268929,1779.7026406417112,67108.53504911922,68888.23768976094,17648.493826251353,86536.73151601228,1633.992997831446,45123.54222669514,46757.53522452659,27076.04424873157,73833.57947325816,13899.348836873787,407821.1460969379,421720.49493381166,96622.40731888718,518342.9022526989,13883.435311459729,407354.2269448991,421237.66225635883,96511.78320602533,13883.435311459729,503866.01015092444,517749.44546238414,1048.5831007012382,1352.01620462301,520150.04476770834
0.4,0.002416895013851997,0.002070346463900582,1342.8566532692132,61551.038275184124,62893.89492845334,10011.175560602338,72905.07048905568,2096.448031889995,80684.3476795796,82780.7957114696,8875.693347039527,91656.48905850913,5328.7781073522,90582.01118526555,95910.78929261776,16354.12578147467,112264.91507409242,4854.487376588758,88956.36480212223,93810.852178711,19140.38332610036,112951.23550481135,2015.6209335013486,71823.87662080709,73839.49755430844,20312.15727483131,94151.65482913975,1745.7756685459517,53572.689979777984,55318.46564832394,31951.70408540422,87270.16973372817,17383.96677114747,447170.3285427366,464554.2953138841,106645.23937545242,571199.5346893365,17306.047700471663,445166.0048522614,462472.0525527331,106167.23006644213,17306.047700471663,551333.2349187036,568639.2826191753,4330.517949252344,5067.637188148247,578037.4377565759
0.45,0.006855376646086303,0.006314154872846977,1334.9495408652283,69841.07970019006,71176.0292410553,16247.728300319615,87423.75754137491,4939.15835949449,88545.39261657523,93484.55097606973,13364.642485437133,106849.19346150686,10922.305587672217,98611.07261506858,109533.3782027408,22010.563544699507,131543.94174744032,10032.232230605769,97040.64627197613,107072.87850258191,24665.551509133995,131738.43001171591,5280.134732998036,84628.91846683143,89909.05319982946,25450.042502964592,115359.09570279406,3503.275357369769,65013.66852441541,68516.94388178518,38386.4028993882,106903.34678117337,36012.05580900551,503680.77819505683,539692.8340040623,140124.93124194304,679817.7652460055,35539.352719568684,497069.34059189697,532608.6933114656,138285.6169785061,35539.352719568684,635354.9575704031,670894.3102899718,13148.477106671855,14374.046630640018,698416.8340272837
0.5,0.01582324515359277,0.015375402833688512,1844.244950542196,81327.33554571474,83171.58049625694,16365.321287564695,99536.90178382164,7347.085207378878,95557.48008149516,102904.56528887404,13354.23861076851,116258.80389964256,13521.956697622252,104417.76974061014,117939.72643823239,23458.27291925699,141397.99935748937,12825.95826599797,103124.4581098242,115950.41637582217,27347.79777712278,143298.21415294494,7547.926318394266,92070.6877500029,99618.61406839716,28515.022212515818,128133.63628091298,4754.5086830116215,73157.88501710942,77912.39370012104,43339.01606032598,121251.40976044702,47841.68012294718,549655.6162447566,597497.2963677037,152379.66886755478,749876.9652352586,46360.72372910523,532640.8291972096,579001.5529263148,147662.70148010127,46360.72372910523,680303.5306773109,726664.2544064161,31728.338853444075,33177.47155667044,791570.0648165306
