IML,C,D,1_R_ISDR_SD,1_R_ISDR_NSD,1_R_ISDR_TOTAL,1_R_PFA,1_R_TOTAL,2_R_ISDR_SD,2_R_ISDR_NSD,2_R_ISDR_TOTAL,2_R_PFA,2_R_TOTAL,R_ISDR_SD_TOTAL,R_ISDR_NSD_TOTAL,R_ISDR_TOTAL_TOTAL,R_PFA_TOTAL,R_TOTAL_TOTAL,E_NC_ND_ISDR_S,E_NC_ND_ISDR_NS,E_NC_ND_ISDR_TOTAL,E_NC_ND_PFA_TOTAL,E_NC_ND_S,E_NC_ND_NS,E_NC_ND,E_NC_D,E_C,E_LT
0.05,1.4782256770328018e-28,9.728510087501203e-49,19.729556789937437,5977.041391845161,5996.770948635099,209.35081001971844,6206.121758654817,63.27088602483127,5005.767656620876,5069.038542645707,209.5429740002967,5278.581516646003,83.0004428147687,10982.809048466037,11065.809491280805,418.8937840200151,11484.70327530082,83.0004428147687,10982.809048466037,11065.809491280805,418.8937840200151,83.0004428147687,11401.702832486051,11484.70327530082,6.799434704740201e-43,1.0331591250306826e-22,11484.70327530082
0.1,5.247185904617456e-19,5.635067336860972e-32,99.46523873106864,13571.788997645403,13671.254236376471,328.7778330934718,14000.032069469944,247.0386504416274,11366.790386392962,11613.82903683459,417.063697464109,12030.892734298699,346.50388917269606,24938.579384038363,25285.08327321106,745.8415305575809,26030.92480376864,346.50388917269606,24938.579384038363,25285.08327321106,745.8415305575809,346.50388917269606,25684.420914595943,26030.924803768638,3.938452246971132e-26,3.667354776957785e-13,26030.924803768638
0.15000000000000002,2.2328762675825487e-14,7.206482951569138e-24,247.4893926303672,21062.584405246544,21310.07379787691,250.17423355777453,21560.248031434683,515.628782563034,17587.021986675954,18102.65076923899,1050.5976717910057,19153.248441029995,763.1181751934012,38649.6063919225,39412.7245671159,1300.7719053487804,40713.49647246468,763.1181751933841,38649.60639192163,39412.72456711502,1300.7719053487513,763.1181751933841,39950.378297270385,40713.49647246377,5.036743534137868e-18,1.5605983083367668e-08,40713.496472479375
0.2,1.6081404173210574e-11,7.097343355047681e-19,456.6766259701189,28008.68956972161,28465.366195691728,135.87238756446837,28601.238583256196,833.2237338526991,23329.750650763377,24162.974384616075,2755.439613541921,26918.413998157994,1289.900359822818,51338.44022048499,52628.340580307806,2891.3120011063893,55519.65258141419,1289.9003598020747,51338.4402196594,52628.340579461474,2891.312001059893,1289.9003598020747,54229.752220719296,55519.65258052137,4.960463861880787e-13,1.1239589274493657e-05,55519.652591760954
0.25,1.5128789329775343e-09,1.958022606026773e-15,679.1190548272798,33818.48724596821,34497.60630079549,83.9196721179925,34581.52597291348,1145.7220313688238,28232.805423667094,29378.527455035917,4327.930848455889,33706.4583034918,1824.8410861961036,62051.2926696353,63876.133755831404,4411.850520573881,68287.98427640527,1824.8410834353363,62051.292575759086,63876.13365919441,4411.850513899276,1824.8410834353363,66463.14308965836,68287.9841730937,1.3684980248976905e-09,0.0010573789232303655,68287.98523047399
0.3,4.3193100671561966e-08,6.659452963757487e-13,929.59627038924,38911.59091320058,39841.18718358982,128.7892767537309,39969.976460343554,1444.9433869238878,32517.426185326483,33962.36957225037,7003.534453206273,40965.90402545664,2374.539657313128,71429.01709852707,73803.5567558402,7132.323729960003,80935.8804858002,2374.5395547478165,71429.01401323878,73803.5535679866,7132.323421888077,2374.5395547478165,78561.33743512686,80935.87698987467,4.6544140092660594e-07,0.030188452812407018,80935.90717879293
0.35000000000000003,5.709585514980002e-07,5.865305061100903e-11,1172.0416695194322,44370.96962472531,45543.01129424474,528.97473804981,46071.986032294546,1676.4978864905238,37009.09539739067,38685.59328388119,11352.297007188317,50037.89029106951,2848.539556009956,81380.06502211597,84228.60457812593,11881.271745238128,96109.87632336406,2848.5379294448617,81380.01855269873,84228.5564821436,11881.264960827548,2848.5379294448617,93261.28351352629,96109.82144297115,4.0993672882464e-05,0.3990534372792999,96110.22053740211
0.4,4.437503253890336e-06,2.03526698415815e-09,1375.3773020705264,47921.72823436473,49297.10553643526,750.516503318105,50047.62203975336,1878.6633950839,39762.72548517908,41641.38888026298,13847.333077211097,55488.721957474074,3254.040697154426,87684.45371954382,90938.49441669823,14597.849580529202,105536.34399722744,3254.026250715432,87684.06444103464,90938.09069175007,14597.7847728138,3254.026250715432,102281.84921384844,105535.87546456387,0.0014224792318564088,3.1014526742038275,105538.9783397173
0.45,2.3486722909776523e-05,3.601274545238149e-08,1464.56052051095,52446.77105915898,53911.33157966993,1809.9091170668532,55721.240696736786,1947.4827850376757,43171.276514765836,45118.75929980351,17569.21559957596,62687.97489937947,3412.0433055486255,95618.04757392482,99030.09087947344,19379.124716642815,118409.21559611626,3411.9630449587908,95615.79837594875,99027.76142090754,19378.668866631266,3411.9630449587908,114994.46724258002,118406.43028753881,0.025169379271064586,16.415302797344353,118422.87075971543
0.5,9.319114705280764e-05,3.8460691456092293e-07,1518.9932722449792,56768.66642917087,58287.659701415854,2705.732443177777,60993.39214459363,1972.1264043510232,46406.81814417602,48378.94454852704,19219.45678831661,67598.40133684364,3491.119676596002,103175.48457334688,106666.6042499429,21925.189231494387,128591.79348143727,3490.7929925652024,103165.82985328499,106656.62284585022,21923.137566167014,3490.7929925652024,125088.967419452,128579.7604120172,0.2687837987488477,65.13300739231303,128645.16220320827
0.55,0.00029606656898184595,2.782751563190895e-06,1414.412314087272,62708.724580622315,64123.13689470958,4512.4859726719915,68635.62286738158,1803.8528222183063,50922.91663535506,52726.76945757337,23245.486007195097,75972.25546476847,3218.2651363055784,113631.64121597738,116849.90635228295,27757.97197986709,144607.87833215005,3217.303362607723,113597.68257082636,116814.98593343409,27749.67655167043,3217.303362607723,141347.3591224968,144564.66248510452,1.9443404454558213,206.9263726862814,144773.53319823625
0.6000000000000001,0.0007892443132681543,1.4808638392431482e-05,1240.7541008738258,67622.19277879597,68862.94687966979,6192.028789266184,75054.97566893598,1622.5824294320123,53920.89735388424,55543.47978331625,26704.119243894093,82247.59902721035,2863.336530305838,121543.09013268021,124406.42666298605,32896.14803316028,157302.57469614633,2861.0342895826766,121445.3644728562,124306.39876243887,32869.69817271408,2861.0342895826766,154315.0626455703,157176.09693515298,10.341861149214399,551.6173726384771,157738.05616894067
0.6500000000000001,0.0018271055613036306,6.156144824997356e-05,998.8475416322412,73183.47669202375,74182.32423365599,7527.105860798241,81709.43009445423,1363.9512687648366,57408.17901112419,58772.13027988903,29493.07296263401,88265.20324252304,2362.798810397078,130591.65570314793,132954.45451354503,37020.17882343225,169974.63333697728,2358.3365359995405,130345.0262401518,132703.36277615136,36950.26419700315,2358.3365359995405,167295.29043715494,169653.6269731545,42.94781508500516,1276.9976955374354,170973.57248377692
0.7000000000000001,0.003769393362816723,0.00020918859120279496,976.2559398922672,78645.21347396832,79621.46941386058,9150.499139991673,88771.96855385226,1122.9299048249445,60918.9582625551,62041.88816738004,31783.44950122451,93825.33766860455,2099.1858447172117,139564.17173652342,141663.35758124062,40933.94864121618,182597.3062224568,2090.8357170348972,139009.01428974033,141099.85000677517,40771.12184884062,2090.8357170348972,179780.13613858094,181870.97185561585,145.65464845746857,2634.498378110484,184651.12488218382
0.7500000000000001,0.007069053045510651,0.0006016251461720779,1373.49982668491,84115.84427963565,85489.34410632057,10879.786776181187,96369.13088250175,971.6992904139769,64316.092814352865,65287.79210476684,34232.904341929105,99520.69644669595,2345.1991170988867,148431.93709398853,150777.1362110874,45112.69111811029,195889.8273291977,2327.2198233206,147293.99474033702,149621.2145636576,44766.838042852025,2327.2198233206,192060.83278318905,194388.05260650965,417.51444047044197,4940.691244083432,199746.2582910635
0.8,0.012240070493292952,0.001504901303860958,2283.9552946159547,89167.00704764138,91450.96234225733,12885.01702841363,104335.97937067096,1055.1316154285541,67608.12739528129,68663.25901070985,36932.750848604825,105596.00985931468,3339.086910044509,156775.13444292266,160114.2213529672,49817.76787701846,209931.98922998563,3293.2527609459644,154623.1524548571,157916.4052158031,49133.94171072034,3293.2527609459644,203757.09416557744,207050.3469265234,1038.9290659991652,8554.810485059521,216644.08647758208
0.8500000000000001,0.01981102176488167,0.003345758637364414,4548.951717924513,97264.94063725816,101813.89235518267,13725.383518962972,115539.27587414565,2745.3034405527987,75762.7319564262,78508.035396979,38992.728294252775,117500.76369123178,7294.255158477312,173027.67259368434,180321.9277521617,52718.11181321574,233040.03956537743,7125.827177939212,169032.37755135333,176158.20472929257,51500.82438392114,7125.827177939212,220533.20193527447,227659.02911321368,2292.085937165105,13846.287634276274,243797.40268465504
0.9000000000000001,0.03027309455004353,0.006727804566578741,6083.411578571346,102433.90199906938,108517.31357764073,15772.077974659824,124289.39155230056,4139.465253007032,81199.48303024827,85338.9482832553,41715.987811855295,127054.9360951106,10222.876831578378,183633.38502931764,193856.26186089602,57488.065786515115,251344.32764741115,9846.703305539599,176876.1855557278,186722.8888612674,55372.664342445896,9846.703305539599,232248.8498981737,242095.5532037133,4559.836669610331,21158.422805965143,267813.81267928873
0.9500000000000001,0.04403158303446442,0.012411896516242556,8274.491146599386,106466.664967979,114741.15611457839,18454.063572624756,133195.21968720315,5601.157487018603,85168.23989314486,90769.39738016346,44540.22863665307,135309.62601681653,13875.64863361799,191634.90486112385,205510.55349474185,62994.292209277824,268504.84570401965,13100.042000099345,180923.09546405595,194023.13746415527,59473.10251923678,13100.042000099345,240396.19798329275,253496.2399833921,8292.933148761702,30774.483563915015,292563.6566960688
1.0,0.0613679432814578,0.02125695605746521,9421.035144937394,109848.06970045182,119269.10484538921,20692.24213402445,139961.34697941368,6783.293694632771,88561.20779595197,95344.50149058473,46544.28535352928,141888.78684411402,16204.328839570164,198409.27749640378,214613.60633597395,67236.52748755373,281850.1338235277,14886.586277211833,182274.55495946523,197161.14123667704,61768.825931216044,14886.586277211833,244043.38089068126,258929.9671678931,13945.14168750486,42891.18472956724,315766.2935849652
