IML,C,D,1_R_ISDR_SD,1_R_ISDR_NSD,1_R_ISDR_TOTAL,1_R_PFA,1_R_TOTAL,2_R_ISDR_SD,2_R_ISDR_NSD,2_R_ISDR_TOTAL,2_R_PFA,2_R_TOTAL,R_ISDR_SD_TOTAL,R_ISDR_NSD_TOTAL,R_ISDR_TOTAL_TOTAL,R_PFA_TOTAL,R_TOTAL_TOTAL,E_NC_ND_ISDR_S,E_NC_ND_ISDR_NS,E_NC_ND_ISDR_TOTAL,E_NC_ND_PFA_TOTAL,E_NC_ND_S,E_NC_ND_NS,E_NC_ND,E_NC_D,E_C,E_LT
0.05,1.4335822423669162e-17,1.2616341656636891e-09,7.053978082151431,3321.1139992826884,3328.1679773648398,188.27795752173708,3516.4459348865767,18.771620339099368,2217.2111810082783,2235.9828013473775,188.40180926309995,2424.3846106104775,25.8255984212508,5538.325180290967,5564.150778712217,376.67976678483706,5940.830545497054,25.825598388668343,5538.325173303627,5564.150771692295,376.679766309605,25.825598388668343,5915.004939613232,5940.8305380019,0.0008817793324510006,1.0019570071034974e-11,5940.831419781242
0.1,2.5860734485000034e-12,3.964317086678021e-07,33.7639358240683,7678.205956900697,7711.9698927247655,313.69989020295446,8025.66978292772,87.80353575787119,5673.634423083733,5761.437958841604,371.07987728958483,6132.517836131189,121.56747158193949,13351.840379984431,13473.40785156637,684.7797674925393,14158.18761905891,121.56742338842463,13351.835086857007,13473.40251024543,684.7794960223551,121.56742338842463,14036.614582879361,14158.182006267785,0.2770734155306499,1.8074543169081048e-06,14158.459081490771
0.15000000000000002,1.0272107752366144e-09,7.163115086230123e-06,86.23975288889295,12326.185946834245,12412.425699723137,279.0652132139681,12691.490912937104,192.3374763775542,9134.037619337574,9326.375095715128,817.7344712878075,10144.109567002935,278.57722926644715,21460.22356617182,21738.800795438263,1096.7996845017756,22835.60047994004,278.57523349953806,21460.069822076624,21738.645055576162,1096.7918268727726,278.57523349953806,22556.861648949398,22835.436882448936,5.006432929941158,0.0007179365114911342,22840.44403331539
0.2,4.4053212494303036e-08,4.533540737477252e-05,165.76587031466264,16972.92917698153,17138.695047296194,182.51300139250492,17321.2080486887,328.492661706802,12615.670589166437,12944.163250873238,2051.518279461307,14995.681530334545,494.2585320214646,29588.59976614797,30082.858298169434,2234.031280853812,32316.889579023242,494.23610283687793,29587.257051510147,30081.49315434702,2233.9299017238136,494.23610283687793,31821.186953233962,32315.423056070842,31.685748989865115,0.03078960079137829,32347.139594661498
0.25,6.162190327541279e-07,0.0001685307887375897,272.1637215514914,21460.0209379587,21732.184659510192,166.9820683766755,21899.166727886866,494.436452361881,16086.08729648504,16580.52374884692,4308.664130600401,20889.187879447323,766.6001739133724,37546.10823444374,38312.70840835711,4475.646198977077,42788.354607334186,766.4705058674115,37539.757426481694,38306.2279323491,4474.8891572794855,766.4705058674115,42014.646583761176,42781.117089628584,117.78919663122467,0.43068682042206263,42899.33697308023
0.3,4.448837584052187e-06,0.00045662110286727675,405.81899541166814,25843.84199735021,26249.660992761877,325.2733860457131,26574.93437880759,670.7758152423839,19352.764117309875,20023.53993255226,7572.764532328025,27596.304464880282,1076.594810654052,45196.606114660084,46273.20092531414,7898.037918373738,54171.23884368787,1076.0984273358438,45175.76740998407,46251.86583731992,7894.396386545367,1076.0984273358438,53070.16379652944,54146.262223865284,319.13947081624366,3.1093744461056203,54468.51106912763
0.35000000000000003,2.088967116757928e-05,0.0010058299811169257,556.3522627803006,29951.017781202616,30507.370043982915,747.4724917286874,31254.842535711603,859.0376751925863,22505.283308450696,23364.320983643283,11509.26682656016,34873.58781020345,1415.3899379728869,52456.30108965331,53871.6910276262,12256.739318288848,66128.43034591505,1413.93675904733,52402.444276621754,53816.38103566909,12244.155340689791,1413.93675904733,64646.59961731154,66060.53637635887,702.9783957799752,14.600175548970643,66778.11494768782
0.4,7.275657563625883e-05,0.0019172638648505141,674.6929559569072,33159.994967279126,33834.68792323604,1152.3286930672798,34987.016616303314,1016.4191661175432,24873.37412177205,25889.79328788959,14477.352480760066,40367.14576864966,1691.1121220744503,58033.36908905118,59724.48121112563,15629.681173827346,75354.16238495297,1687.7470102836064,57917.88959361453,59605.63660389814,15598.579969052906,1687.7470102836064,73516.46956266744,75204.21657295105,1339.9134981879868,50.850909433173,76594.9809805722
0.45,0.00020385931421317656,0.0032872760757943695,862.1058229485018,37316.25414365781,38178.35996660631,2117.178284479555,40295.53825108586,1219.1911251198958,28054.656183401523,29273.847308521417,19372.697917516693,48646.54522603811,2081.296948068398,65370.91032705933,67452.20727512773,21489.87620199625,88942.08347712398,2074.032253400061,65142.73543632208,67216.76768972214,21414.866535925896,2074.032253400061,86557.60197224797,88631.63422564803,2297.0693607853923,142.48102571497063,91071.18461214838
0.5,0.00048468786560025063,0.0052007739118114975,1029.0699157630227,40589.31715802128,41618.3870737843,3390.2372903763085,45008.62436416061,1392.6393417309955,30660.246165647994,32052.88550737899,24154.078530422245,56206.964037801234,2421.709257494018,71249.56332366928,73671.2725811633,27544.315820798554,101215.58840196184,2407.946826603002,70844.65625721501,73252.60308381802,27387.783098403826,2407.946826603002,98232.43935561884,100640.38618222185,3633.154781245654,338.75726752474225,104612.29823099224
