,he1,hi1,b1,h1,he2,hi2,b2,h2,T,Weight,Mstar,Part Factor
0,0.25,0.35,0.25,0.55,0.25,0.35,0.25,0.55,0.8635393434820346,88.6715087890625,69.61899822461773,1.1659475252193732
1,0.25,0.39999999999999997,0.25,0.4,0.25,0.39999999999999997,0.25,0.4,0.8647072050622047,76.0152587890625,65.19649512631955,1.2054799660947928
2,0.25,0.39999999999999997,0.25,0.45,0.25,0.39999999999999997,0.25,0.45,0.8189441231005693,82.2652587890625,66.32201285408614,1.1964022005059607
3,0.25,0.39999999999999997,0.25,0.5,0.25,0.39999999999999997,0.25,0.5,0.7852378697722774,88.5152587890625,67.25583669338107,1.1883188821758153
4,0.25,0.39999999999999997,0.25,0.55,0.25,0.39999999999999997,0.25,0.55,0.7597504007033271,94.7652587890625,68.03172886011819,1.181257622362815
5,0.25,0.44999999999999996,0.25,0.4,0.25,0.39999999999999997,0.25,0.4,0.7999388912644957,79.7340087890625,62.778656329870515,1.222141761100024
6,0.25,0.44999999999999996,0.25,0.4,0.25,0.44999999999999996,0.25,0.4,0.7908528346511174,82.9215087890625,63.3342253486866,1.2186878841293933
7,0.25,0.44999999999999996,0.25,0.45,0.25,0.39999999999999997,0.25,0.45,0.7540298208819349,85.9840087890625,63.65276746039777,1.2166022218231454
8,0.25,0.44999999999999996,0.25,0.45,0.25,0.44999999999999996,0.25,0.45,0.7443394748216431,89.1715087890625,64.43361464678101,1.2111798238229556
9,0.25,0.44999999999999996,0.25,0.5,0.25,0.39999999999999997,0.25,0.5,0.7190565256644647,92.2340087890625,64.36416812946864,1.2116793746379815
10,0.25,0.44999999999999996,0.25,0.5,0.25,0.44999999999999996,0.25,0.5,0.7088189102144098,95.4215087890625,65.38992818252902,1.2039748334035447
11,0.25,0.44999999999999996,0.25,0.55,0.25,0.39999999999999997,0.25,0.55,0.6917254361550264,98.4840087890625,64.94617535498058,1.2073923497135093
12,0.25,0.44999999999999996,0.25,0.55,0.25,0.44999999999999996,0.25,0.55,0.6809330348089107,101.6715087890625,66.2229394505866,1.1972314509401598
13,0.3,0.3,0.25,0.55,0.25,0.3,0.25,0.55,0.8651459142664012,83.39814203124999,66.4444060754668,1.1953700450708384
14,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.5,0.8492360863621045,89.67238499999999,69.20673271802892,1.1700275399490316
15,0.3,0.3,0.3,0.55,0.3,0.3,0.3,0.55,0.829784503083314,97.172385,69.83627013611039,1.1637701220248682
16,0.3,0.3,0.3,0.6,0.3,0.3,0.3,0.6,0.8154241361118928,104.67238499999999,70.33004264671766,1.1587552396577776
