5.000000000000000278e-02,1.000000000000000056e-01,2.000000000000000111e-01,3.500000000000000333e-01,5.500000000000000444e-01,6.000000000000000888e-01,4.500000000000000666e-01,2.750000000000000222e-01,4.000000000000000222e-01,1.500000000000000222e-01,5.000000000000000000e-01,2.375000000000000167e-01,3.125000000000000000e-01,4.250000000000000444e-01,5.250000000000000222e-01
5.000000000000000278e-02,1.000000000000000056e-01,2.000000000000000111e-01,3.500000000000000333e-01,5.500000000000000444e-01,8.000000000000000444e-01,8.600000000000000977e-01,6.750000000000000444e-01,4.500000000000000666e-01,2.750000000000000222e-01,6.125000000000000444e-01,7.375000000000000444e-01,4.000000000000000222e-01,1.500000000000000222e-01,5.000000000000000000e-01
5.000000000000000278e-02,1.000000000000000056e-01,2.000000000000000111e-01,3.500000000000000333e-01,5.500000000000000444e-01,8.000000000000000444e-01,8.600000000000000977e-01,8.850000000000001199e-01,9.100000000000001421e-01,9.350000000000001643e-01,9.600000000000001865e-01,9.850000000000002087e-01,1.010000000000000231e+00,1.035000000000000142e+00,1.060000000000000053e+00
5.000000000000000278e-02,1.000000000000000056e-01,2.000000000000000111e-01,3.500000000000000333e-01,5.500000000000000444e-01,6.000000000000000888e-01,6.250000000000001110e-01,6.500000000000001332e-01,6.750000000000001554e-01,7.000000000000001776e-01,7.250000000000001998e-01,7.500000000000002220e-01,4.500000000000000666e-01,2.750000000000000222e-01,4.000000000000000222e-01
5.000000000000000278e-02,1.000000000000000056e-01,2.000000000000000111e-01,3.500000000000000333e-01,5.500000000000000444e-01,8.000000000000000444e-01,8.600000000000000977e-01,6.750000000000000444e-01,4.500000000000000666e-01,2.750000000000000222e-01,6.125000000000000444e-01,7.375000000000000444e-01,4.000000000000000222e-01,1.500000000000000222e-01,5.000000000000000000e-01
5.000000000000000278e-02,1.000000000000000056e-01,2.000000000000000111e-01,3.500000000000000333e-01,5.500000000000000444e-01,8.000000000000000444e-01,1.100000000000000089e+00,1.170000000000000151e+00,9.500000000000000666e-01,6.750000000000000444e-01,4.500000000000000666e-01,2.750000000000000222e-01,8.750000000000000000e-01,1.025000000000000133e+00,6.125000000000000444e-01
5.000000000000000278e-02,1.000000000000000056e-01,2.000000000000000111e-01,3.500000000000000333e-01,5.500000000000000444e-01,6.000000000000000888e-01,6.250000000000001110e-01,6.500000000000001332e-01,6.750000000000001554e-01,7.000000000000001776e-01,7.250000000000001998e-01,7.500000000000002220e-01,7.750000000000002442e-01,8.000000000000002665e-01,4.500000000000000666e-01
5.000000000000000278e-02,1.000000000000000056e-01,2.000000000000000111e-01,3.500000000000000333e-01,5.500000000000000444e-01,8.000000000000000444e-01,1.100000000000000089e+00,1.170000000000000151e+00,9.500000000000000666e-01,6.750000000000000444e-01,4.500000000000000666e-01,2.750000000000000222e-01,8.750000000000000000e-01,1.025000000000000133e+00,6.125000000000000444e-01
5.000000000000000278e-02,1.000000000000000056e-01,2.000000000000000111e-01,3.500000000000000333e-01,5.500000000000000444e-01,6.000000000000000888e-01,6.250000000000001110e-01,6.500000000000001332e-01,6.750000000000001554e-01,7.000000000000001776e-01,7.250000000000001998e-01,7.500000000000002220e-01,7.750000000000002442e-01,4.500000000000000666e-01,2.750000000000000222e-01
5.000000000000000278e-02,1.000000000000000056e-01,2.000000000000000111e-01,3.500000000000000333e-01,5.500000000000000444e-01,8.000000000000000444e-01,8.600000000000000977e-01,8.850000000000001199e-01,9.100000000000001421e-01,9.350000000000001643e-01,9.600000000000001865e-01,9.850000000000002087e-01,1.010000000000000231e+00,6.750000000000000444e-01,4.500000000000000666e-01
5.000000000000000278e-02,1.000000000000000056e-01,2.000000000000000111e-01,3.500000000000000333e-01,5.500000000000000444e-01,8.000000000000000444e-01,1.100000000000000089e+00,1.170000000000000151e+00,1.226000000000000201e+00,9.500000000000000666e-01,6.750000000000000444e-01,4.500000000000000666e-01,2.750000000000000222e-01,8.750000000000000000e-01,1.025000000000000133e+00
