IML,C,D,1_R_ISDR_SD,1_R_ISDR_NSD,1_R_ISDR_TOTAL,1_R_PFA,1_R_TOTAL,2_R_ISDR_SD,2_R_ISDR_NSD,2_R_ISDR_TOTAL,2_R_PFA,2_R_TOTAL,3_R_ISDR_SD,3_R_ISDR_NSD,3_R_ISDR_TOTAL,3_R_PFA,3_R_TOTAL,4_R_ISDR_SD,4_R_ISDR_NSD,4_R_ISDR_TOTAL,4_R_PFA,4_R_TOTAL,5_R_ISDR_SD,5_R_ISDR_NSD,5_R_ISDR_TOTAL,5_R_PFA,5_R_TOTAL,6_R_ISDR_SD,6_R_ISDR_NSD,6_R_ISDR_TOTAL,6_R_PFA,6_R_TOTAL,R_ISDR_SD_TOTAL,R_ISDR_NSD_TOTAL,R_ISDR_TOTAL_TOTAL,R_PFA_TOTAL,R_TOTAL_TOTAL,E_NC_ND_ISDR_S,E_NC_ND_ISDR_NS,E_NC_ND_ISDR_TOTAL,E_NC_ND_PFA_TOTAL,E_NC_ND_S,E_NC_ND_NS,E_NC_ND,E_NC_D,E_C,E_LT
0.05,1.1109323992228405e-15,3.2483925078409445e-13,239.15678168012596,19950.358173691122,20189.514955371247,255.60271595975007,20445.117671330998,880.5242689039642,22482.833513935388,23363.357782839354,521.3320673565985,23884.68985019595,1097.142699192727,25914.921031443242,27012.063730635968,554.5634064646099,27566.62713710058,1068.1038014140565,25454.22359264474,26522.327394058797,574.3176053911886,27096.644999449985,749.1034487963907,20300.1016144973,21049.20506329369,599.7249163855345,21648.929979679226,295.2803957633262,11498.568508871194,11793.84890463452,342.68009686183177,12136.529001496352,4329.31139575059,125601.00643508298,129930.31783083358,2848.2208084195136,132778.5386392531,4329.31139574918,125601.00643504203,129930.31783079122,2848.220808418585,4329.31139574918,128449.22724346061,132778.5386392098,6.811083882456534e-07,2.329353284918967e-09,132778.53863989323
0.1,1.0723836022860796e-09,3.7069678224657434e-08,852.6691844408535,36759.92843149562,37612.59761593647,673.214312063308,38285.81192799978,1869.6882256038334,39836.329383004,41706.01760860783,749.2106461309916,42455.22825473882,1835.1034132745187,45653.2019495646,47488.30536283912,877.7230679493284,48366.02843078845,1791.0878318952102,45290.16483163522,47081.25266353043,599.280147790397,47680.53281132083,1711.0915697212613,36312.29954711214,38023.3911168334,251.95360949902562,38275.34472633243,854.018082351723,21942.069243030826,22796.08732538255,1181.4207082990463,23977.508033681595,8913.6583072874,225793.9933858424,234707.6516931298,4332.802491732097,239040.4541848619,8913.657967302093,225793.98477359393,234707.64274089603,4332.802326470077,8913.657967302093,230126.78710006402,239040.44506736612,0.07772604049652511,0.0022485258944880695,239040.5250419325
0.15000000000000002,6.156298412778437e-07,7.704276053515204e-06,1264.2949168963642,44997.150931576514,46261.44584847288,1358.1024910857104,47619.54833955859,1723.53713363728,50972.519812742044,52696.05694637932,1750.4997097201187,54446.55665609944,890.545056348828,60334.704750064906,61225.24980641373,3117.6317997928045,64342.88160620654,985.2148595373935,60237.098282439605,61222.313141977,2609.921589373827,63832.23473135083,1757.4039094432846,47129.46448988392,48886.8683993272,1410.3069425610533,50297.17534188825,1228.427539908788,28044.94709618242,29273.37463609121,3618.708145038735,32892.082781129946,7849.423415771938,291715.88536288944,299565.30877866136,13865.170677572249,313430.47945623356,7849.358109345019,291713.4583155588,299562.8164249038,13865.055320722757,7849.358109345019,305578.51363628154,313427.87174562656,16.1539709325708,1.2908250709744935,313445.31654163013
0.2,2.6206051511901867e-05,0.00017709881320622067,1602.856563138902,53396.63018844798,54999.48675158688,4870.951991426058,59870.43874301294,758.2472263727603,63731.52111171963,64489.76833809239,4718.153299329054,69207.92163742144,953.9827432121094,74035.89822862021,74989.88097183232,7285.663086242612,82275.54405807493,1047.424473530099,72447.4631755102,73494.8876490403,6007.0825360805375,79501.97018512084,1350.5138112645564,55884.681258202014,57235.19506946657,4149.086521538219,61384.281591004794,1539.7115289602705,33031.81003733665,34571.52156629692,8657.45772508644,43228.97929138336,7252.736346478698,352528.0039998367,359780.74034631543,35688.39515970292,395469.1355060183,7251.261863557329,352456.33497777797,359707.5968413353,35681.139700984975,7251.261863557329,388137.47467876296,395388.7365423203,371.3231263359801,54.94767477904811,395815.0073434353
0.25,0.000313718562279499,0.0013960291221447325,1553.9602920829627,61166.9136824795,62720.87397456246,4995.127795961942,67716.00177052441,488.4011772643472,75283.59791903009,75771.99909629443,4904.264231165192,80676.26332745962,2518.175670484368,86830.26498430187,89348.44065478625,8573.437462343805,97921.87811713005,2013.2635033918923,84333.70487886856,86346.96838226046,8499.946741029733,94846.9151232902,722.1507525841727,65858.11272088073,66580.2634734649,7041.075815097631,73621.33928856254,1793.7439533425777,38866.31293358869,40660.05688693127,12295.208797875839,52955.265684807106,9089.69534915032,412338.90711914946,421428.6024682998,46309.060843474144,467737.6633117739,9074.15824450023,411634.09221555496,420708.2504600552,46229.90431545698,9074.15824450023,457863.99653101194,466938.1547755122,2926.2130257787107,657.7910267960634,470522.1588280869
0.3,0.0018146957058275913,0.005968923666293029,1120.2312061597345,69075.49997916413,70195.73118532386,9868.288011046952,80064.01919637082,2414.3302313233894,84658.35047325921,87072.6807045826,9692.882747371252,96765.56345195384,7288.968363758503,96416.20683347527,103705.17519723377,14928.154208270793,118633.32940550456,6247.77310679191,94920.49853724384,101168.27164403575,15075.19357820095,116243.4652222367,1733.6160199229703,76282.63440701799,78016.25042694095,13197.934795367048,91214.185222308,1654.335077886666,45709.580607530144,47363.91568541681,19972.4457979443,67336.3614833611,20459.254005843177,467062.7708376905,487522.02484353376,82734.89913820129,570256.923981735,20300.228570165495,463432.39112784987,483732.61969801545,82091.81834075658,20300.228570165495,545524.2094686064,565824.4380387719,12492.660144357356,3804.9726576116727,582122.0708407409
0.35000000000000003,0.006627469863334835,0.017355440567153387,1081.1356106368635,77875.22744379374,78956.3630544306,17524.071719660784,96480.4347740914,7807.043854837873,93591.01987387762,101398.0637287155,17132.840380257192,118530.9041089727,15831.209848127583,104621.99784843327,120453.20769656086,24203.024192630855,144656.23188919172,14936.196768406919,103105.63021304949,118041.82698145641,24915.263741854527,142957.09072331095,6914.535891617518,87165.17604023905,94079.71193185657,21809.43325831146,115889.14519016803,1617.20334398261,54630.756792787535,56247.96013677015,29409.13196853741,85657.09210530756,48187.325317609364,520989.8082121807,569177.1335297901,134993.76526125224,704170.8987910424,47037.195644936066,508554.8819398518,555592.077584788,131771.7492221897,47037.195644936066,640326.6311620416,687363.8268069776,36148.935898415,13896.181898790604,737408.9446041833
0.4,0.017743439006993225,0.03892824806945486,2285.6504540001733,89443.24950627222,91728.89996027239,17074.313662302426,108803.21362257481,12624.556106670336,100495.18501374083,113119.74112041117,17153.77233349214,130273.51345390332,22341.924127550832,110045.0895193959,132387.01364694673,26206.067930199795,158593.0815771465,20173.54825939252,108247.00152205653,128420.54978144905,28451.187626157473,156871.73740760653,10732.476482564825,94009.4772819966,104741.95376456143,25870.299596497756,130612.25336105919,1787.5724220711713,59515.85549276654,61303.42791483771,34963.89908956706,96267.32700440477,69945.72785224985,561755.8583362286,631701.5861884785,149719.54023821664,781421.1264266951,66030.09843382971,530308.2226848049,596338.3211186345,141338.09573445137,66030.09843382971,671646.3184192562,737676.416853086,80174.73372793899,37203.64800379588,855054.7985848208
0.45,0.03813168488352489,0.07270980166656418,8094.140170997491,100961.86822437643,109056.00839537392,26263.991444163745,135319.99983953766,21473.84987296649,106992.83921815643,128466.68909112291,25294.574653779084,153761.26374490198,30233.95205052465,114598.03963504669,144831.99168557135,33623.99003926714,178455.9817248385,27499.395905175537,113114.22747957242,140613.62338474795,34604.89584250648,175218.51922725444,18588.911067809386,101779.01632727277,120367.92739508215,31381.961098019063,151749.88849310123,2515.2428859170036,66845.59407678308,69360.83696270008,42078.58651503118,111439.42347773127,108405.49195339056,604291.5849612078,712697.0769145984,193247.9995927667,905945.0765073651,96690.22542315135,538986.4343435152,635676.6597666666,172363.89325396408,96690.22542315135,711350.3275974793,808040.5530206307,146641.30188194267,79952.80856429222,1034634.6634668657
0.5,0.06975413532355115,0.1188091397274671,13998.578018837037,111239.24097009645,125237.81898893349,30227.82708379825,155465.64607273173,28971.478665615632,112970.70021990269,141942.1788855183,28342.615507247036,170284.79439276535,37801.225669013154,119029.64069155534,156830.8663605685,36904.31299210162,193735.17935267012,35476.23464041015,117819.27584986783,153295.510490278,38893.16386287568,192188.67435315368,22893.376521862796,106565.78750787923,129459.16402974202,37455.45818830548,166914.6222180475,2092.464660274497,69024.01743234068,71116.48209261517,48556.36097884501,119672.84307146019,141233.35817601328,636648.6626716421,777882.0208476555,220379.7386131731,998261.7594608285,115772.39501340335,521876.28625044215,637648.6812638455,180650.59474035839,115772.39501340335,702526.8809908006,818299.276004204,231736.97207862535,146257.3459611596,1196293.5940439887
