,he1,hi1,b1,h1,he2,hi2,b2,h2,he3,hi3,b3,h3,T,Weight,Mstar,Part Factor
61,0.3,0.44999999999999996,0.25,0.45,0.3,0.44999999999999996,0.25,0.45,0.25,0.44999999999999996,0.25,0.45,0.8046667521048221,222.80959203125,98.45389141392641,1.2686299598333182
62,0.3,0.44999999999999996,0.25,0.5,0.3,0.44999999999999996,0.25,0.5,0.25,0.39999999999999997,0.25,0.45,0.7700331350523678,225.80959203125,97.98147938738416,1.276232201795171
63,0.3,0.44999999999999996,0.25,0.5,0.3,0.44999999999999996,0.25,0.5,0.25,0.39999999999999997,0.25,0.5,0.7569525816982485,230.49709203125,98.28965720840928,1.2751981846758427
64,0.3,0.44999999999999996,0.25,0.5,0.3,0.44999999999999996,0.25,0.5,0.25,0.44999999999999996,0.25,0.45,0.763116070369529,232.18459203125,99.90241386674408,1.261685147993436
65,0.3,0.44999999999999996,0.25,0.5,0.3,0.44999999999999996,0.25,0.5,0.25,0.44999999999999996,0.25,0.5,0.7501143045739812,236.87209203125,100.28007552750073,1.2600426814019692
66,0.3,0.44999999999999996,0.25,0.55,0.3,0.44999999999999996,0.25,0.55,0.25,0.39999999999999997,0.25,0.5,0.7254171461079723,239.87209203125,99.21475805083112,1.2717830770908474
67,0.3,0.44999999999999996,0.25,0.55,0.3,0.44999999999999996,0.25,0.55,0.25,0.39999999999999997,0.25,0.55,0.7157822046597675,244.55959203125,99.46356445727244,1.2709431528417232
68,0.3,0.44999999999999996,0.25,0.55,0.3,0.44999999999999996,0.25,0.55,0.25,0.44999999999999996,0.25,0.5,0.7183319182541092,246.24709203125,101.52997206152585,1.2538852731833803
69,0.3,0.44999999999999996,0.25,0.55,0.3,0.44999999999999996,0.25,0.55,0.25,0.44999999999999996,0.25,0.55,0.7087327026327707,250.93459203125,101.84546757767384,1.252467725512824
70,0.3,0.44999999999999996,0.25,0.6,0.3,0.44999999999999996,0.25,0.6,0.25,0.39999999999999997,0.25,0.55,0.6913851398222279,253.93459203125,100.2349764308252,1.2680755361706775
71,0.3,0.44999999999999996,0.25,0.6,0.3,0.44999999999999996,0.25,0.6,0.25,0.44999999999999996,0.25,0.55,0.6840961838636231,260.30959203124996,102.92077691004349,1.2470378054462559
72,0.3,0.44999999999999996,0.3,0.45,0.3,0.44999999999999996,0.3,0.45,0.25,0.39999999999999997,0.25,0.4,0.8027039511758535,228.62209203125002,97.16236876696027,1.2790975803054696
73,0.3,0.44999999999999996,0.3,0.45,0.3,0.44999999999999996,0.3,0.45,0.25,0.39999999999999997,0.25,0.45,0.7870847154935291,233.30959203125002,97.51257194518308,1.2779180636652665
74,0.3,0.44999999999999996,0.3,0.45,0.3,0.44999999999999996,0.3,0.45,0.25,0.44999999999999996,0.25,0.4,0.7957444239233847,234.99709203125002,98.87337449474173,1.266355078376476
75,0.3,0.44999999999999996,0.3,0.45,0.3,0.44999999999999996,0.3,0.45,0.25,0.44999999999999996,0.25,0.45,0.780273976726465,239.68459203125002,99.28647984236979,1.2646078879387368
76,0.3,0.44999999999999996,0.3,0.45,0.3,0.44999999999999996,0.3,0.45,0.3,0.39999999999999997,0.3,0.4,0.7885050530511887,236.14633500000002,98.9290723052139,1.2666360499561689
77,0.3,0.44999999999999996,0.3,0.45,0.3,0.44999999999999996,0.3,0.45,0.3,0.39999999999999997,0.3,0.45,0.7721796743099483,241.77133500000002,99.44319345125865,1.2642732977529572
78,0.3,0.44999999999999996,0.3,0.45,0.3,0.44999999999999996,0.3,0.45,0.3,0.44999999999999996,0.3,0.4,0.7827626415548007,242.52133500000002,100.38220667318404,1.2556584090285523
79,0.3,0.44999999999999996,0.3,0.45,0.3,0.44999999999999996,0.3,0.45,0.3,0.44999999999999996,0.3,0.45,0.7666639337455887,248.14633500000002,100.9357353049016,1.2528943981792189
80,0.3,0.44999999999999996,0.3,0.5,0.3,0.44999999999999996,0.3,0.5,0.25,0.39999999999999997,0.25,0.45,0.7478895246722161,244.55959203125,98.60037671070731,1.2739149822033475
81,0.3,0.44999999999999996,0.3,0.5,0.3,0.44999999999999996,0.3,0.5,0.25,0.39999999999999997,0.25,0.5,0.7364989831701434,249.24709203125,98.88169784627883,1.272975538473713
82,0.3,0.44999999999999996,0.3,0.5,0.3,0.44999999999999996,0.3,0.5,0.25,0.44999999999999996,0.25,0.45,0.7408143583073855,250.93459203125,100.73415653104442,1.2575728637588865
83,0.3,0.44999999999999996,0.3,0.5,0.3,0.44999999999999996,0.3,0.5,0.25,0.44999999999999996,0.25,0.5,0.72950650318695,255.62209203125,101.07782259752811,1.2560795863261134
84,0.3,0.44999999999999996,0.3,0.5,0.3,0.44999999999999996,0.3,0.5,0.3,0.39999999999999997,0.3,0.45,0.7354447424088839,253.021335,100.51601674148169,1.2600593412067846
85,0.3,0.44999999999999996,0.3,0.5,0.3,0.44999999999999996,0.3,0.5,0.3,0.39999999999999997,0.3,0.5,0.7236973366117367,258.646335,100.92877071573062,1.258141577338355
86,0.3,0.44999999999999996,0.3,0.5,0.3,0.44999999999999996,0.3,0.5,0.3,0.44999999999999996,0.3,0.45,0.7297942773930925,259.396335,102.30290840249204,1.246154391382672
87,0.3,0.44999999999999996,0.3,0.5,0.3,0.44999999999999996,0.3,0.5,0.3,0.44999999999999996,0.3,0.5,0.718195299153344,265.021335,102.7535433748109,1.243863034192828
88,0.3,0.44999999999999996,0.3,0.55,0.3,0.44999999999999996,0.3,0.55,0.25,0.39999999999999997,0.25,0.5,0.7068842829522058,260.49709203125,99.77806056399899,1.2696634628768801
89,0.3,0.44999999999999996,0.3,0.55,0.3,0.44999999999999996,0.3,0.55,0.25,0.39999999999999997,0.25,0.55,0.6984811922345378,265.18459203125,100.00488198421911,1.2688989910136987
90,0.3,0.44999999999999996,0.3,0.55,0.3,0.44999999999999996,0.3,0.55,0.25,0.44999999999999996,0.25,0.5,0.6996264988381455,266.87209203125,102.31281614585218,1.2499141257964186
91,0.3,0.44999999999999996,0.3,0.55,0.3,0.44999999999999996,0.3,0.55,0.25,0.44999999999999996,0.25,0.55,0.691265917049218,271.55959203125,102.59933689802305,1.2486271077989588
92,0.3,0.44999999999999996,0.3,0.55,0.3,0.44999999999999996,0.3,0.55,0.3,0.39999999999999997,0.3,0.5,0.6959111193216196,269.896335,101.80077996283786,1.2547512529809306
93,0.3,0.44999999999999996,0.3,0.55,0.3,0.44999999999999996,0.3,0.55,0.3,0.39999999999999997,0.3,0.55,0.6873418681128312,275.521335,102.1298923537218,1.2532056392692128
94,0.3,0.44999999999999996,0.3,0.55,0.3,0.44999999999999996,0.3,0.55,0.3,0.44999999999999996,0.3,0.5,0.6902326446613685,276.271335,103.90228855493822,1.2381153664670503
95,0.3,0.44999999999999996,0.3,0.55,0.3,0.44999999999999996,0.3,0.55,0.3,0.44999999999999996,0.3,0.55,0.6817587007653748,281.896335,104.26753851684023,1.2362259713931485
96,0.3,0.44999999999999996,0.3,0.6,0.3,0.44999999999999996,0.3,0.6,0.25,0.39999999999999997,0.25,0.55,0.6757834211348959,276.43459203124996,100.74386011005363,1.266143350546954
97,0.3,0.44999999999999996,0.3,0.6,0.3,0.44999999999999996,0.3,0.6,0.25,0.44999999999999996,0.25,0.55,0.6683182142485229,282.80959203124996,103.6494747203388,1.2432557281621481
98,0.3,0.44999999999999996,0.3,0.6,0.3,0.44999999999999996,0.3,0.6,0.3,0.39999999999999997,0.3,0.55,0.6660239968989796,286.77133499999997,102.83972731353917,1.2504594589068792
99,0.3,0.44999999999999996,0.3,0.6,0.3,0.44999999999999996,0.3,0.6,0.3,0.39999999999999997,0.3,0.6,0.6596760692149006,292.39633499999997,103.10136271439485,1.2492191381975255
100,0.3,0.44999999999999996,0.3,0.6,0.3,0.44999999999999996,0.3,0.6,0.3,0.44999999999999996,0.3,0.55,0.6602515153137148,293.14633499999997,105.23248792406142,1.231325009382029
101,0.3,0.44999999999999996,0.3,0.6,0.3,0.44999999999999996,0.3,0.6,0.3,0.44999999999999996,0.3,0.6,0.6539636386152218,298.77133499999997,105.52826117539989,1.2297703332576269
102,0.3,0.44999999999999996,0.3,0.6499999999999999,0.3,0.44999999999999996,0.3,0.6499999999999999,0.3,0.39999999999999997,0.3,0.6,0.6431130333809294,303.64633499999997,103.68058843732854,1.2469798630248983
103,0.3,0.44999999999999996,0.3,0.6499999999999999,0.3,0.44999999999999996,0.3,0.6499999999999999,0.3,0.44999999999999996,0.3,0.6,0.6372159679981875,310.02133499999997,106.33855744683642,1.2255942304592937
104,0.3,0.44999999999999996,0.35,0.45,0.3,0.44999999999999996,0.35,0.45,0.3,0.39999999999999997,0.3,0.4,0.7683585470239588,253.02133499999997,99.48364160143937,1.2644528629519833
105,0.3,0.44999999999999996,0.35,0.45,0.3,0.44999999999999996,0.35,0.45,0.3,0.39999999999999997,0.3,0.45,0.7538336836261162,258.64633499999997,99.96597287055093,1.2622134205029085
106,0.3,0.44999999999999996,0.35,0.45,0.3,0.44999999999999996,0.35,0.45,0.3,0.44999999999999996,0.3,0.4,0.7625637569569569,259.39633499999997,101.08443267472836,1.252208375064339
107,0.3,0.44999999999999996,0.35,0.45,0.3,0.44999999999999996,0.35,0.45,0.3,0.44999999999999996,0.3,0.45,0.748261353201854,265.02133499999997,101.59926869768256,1.2496217482112648
108,0.3,0.44999999999999996,0.35,0.5,0.3,0.44999999999999996,0.35,0.5,0.3,0.39999999999999997,0.3,0.45,0.718837616061355,271.771335,101.01100236593179,1.2581403385810508
109,0.3,0.44999999999999996,0.35,0.5,0.3,0.44999999999999996,0.35,0.5,0.3,0.39999999999999997,0.3,0.5,0.7083630302996938,277.396335,101.39933554099082,1.2563128078649437
110,0.3,0.44999999999999996,0.35,0.5,0.3,0.44999999999999996,0.35,0.5,0.3,0.44999999999999996,0.3,0.45,0.7130975706457651,278.146335,102.9525506302538,1.242914875818162
111,0.3,0.44999999999999996,0.35,0.5,0.3,0.44999999999999996,0.35,0.5,0.3,0.44999999999999996,0.3,0.5,0.7027716696041001,283.771335,103.3722578704983,1.2407665032729889
112,0.3,0.44999999999999996,0.35,0.55,0.3,0.44999999999999996,0.35,0.55,0.3,0.39999999999999997,0.3,0.5,0.6821277571173909,290.521335,102.23900865714592,1.2530693459957583
113,0.3,0.44999999999999996,0.35,0.55,0.3,0.44999999999999996,0.35,0.55,0.3,0.39999999999999997,0.3,0.55,0.6744730991647838,296.146335,102.5494107133566,1.2515889247540788
114,0.3,0.44999999999999996,0.35,0.55,0.3,0.44999999999999996,0.35,0.55,0.3,0.44999999999999996,0.3,0.5,0.6763369841072147,296.896335,104.4976388259985,1.235102296526627
115,0.3,0.44999999999999996,0.35,0.55,0.3,0.44999999999999996,0.35,0.55,0.3,0.44999999999999996,0.3,0.55,0.6687814839882749,302.521335,104.83809443539192,1.23332788534398
116,0.3,0.44999999999999996,0.35,0.6,0.3,0.44999999999999996,0.35,0.6,0.3,0.39999999999999997,0.3,0.55,0.6545077940452749,309.271335,103.22562821089774,1.248986469773146
117,0.3,0.44999999999999996,0.35,0.6,0.3,0.44999999999999996,0.35,0.6,0.3,0.39999999999999997,0.3,0.6,0.648829113597206,314.89633499999997,103.47291541229728,1.24779300709487
118,0.3,0.44999999999999996,0.35,0.6,0.3,0.44999999999999996,0.35,0.6,0.3,0.44999999999999996,0.3,0.55,0.6486129544027674,315.646335,105.77377956607495,1.2285454556064894
119,0.3,0.44999999999999996,0.35,0.6,0.3,0.44999999999999996,0.35,0.6,0.3,0.44999999999999996,0.3,0.6,0.6429997186995338,321.27133499999997,106.04957362282735,1.2270836861586303
120,0.3,0.44999999999999996,0.35,0.6499999999999999,0.3,0.44999999999999996,0.35,0.6499999999999999,0.3,0.39999999999999997,0.3,0.6,0.6334303696767436,328.02133499999997,104.01927955745953,1.245689620679214
121,0.3,0.44999999999999996,0.35,0.6499999999999999,0.3,0.44999999999999996,0.35,0.6499999999999999,0.3,0.44999999999999996,0.3,0.6,0.627409675204333,334.39633499999997,106.82744176227057,1.2230491683485916
122,0.3,0.49999999999999994,0.25,0.45,0.3,0.49999999999999994,0.25,0.45,0.25,0.44999999999999996,0.25,0.4,0.7689323958671714,233.55959203124996,94.43342122540803,1.2892156877915897
123,0.3,0.49999999999999994,0.25,0.45,0.3,0.49999999999999994,0.25,0.45,0.25,0.44999999999999996,0.25,0.45,0.7519824862483657,238.24709203124996,94.81865728956114,1.2878279107145139
124,0.3,0.49999999999999994,0.25,0.5,0.3,0.49999999999999994,0.25,0.5,0.25,0.44999999999999996,0.25,0.45,0.7094508632014843,247.62209203124996,96.08212790866634,1.2828563382441558
125,0.3,0.49999999999999994,0.25,0.5,0.3,0.49999999999999994,0.25,0.5,0.25,0.44999999999999996,0.25,0.5,0.6969054255616558,252.30959203124996,96.40144258855325,1.281703190252689
126,0.3,0.49999999999999994,0.25,0.55,0.3,0.49999999999999994,0.25,0.55,0.25,0.44999999999999996,0.25,0.5,0.6634588844450618,261.68459203124996,97.49027212599462,1.2774083009109003
127,0.3,0.49999999999999994,0.25,0.55,0.3,0.49999999999999994,0.25,0.55,0.25,0.44999999999999996,0.25,0.55,0.6540605898650851,266.37209203124996,97.75607036595517,1.2764378492816764
128,0.3,0.49999999999999994,0.25,0.6,0.3,0.49999999999999994,0.25,0.6,0.25,0.44999999999999996,0.25,0.55,0.6274330932385995,275.74709203124996,98.69300996864486,1.2727352486284518
129,0.3,0.49999999999999994,0.3,0.4,0.3,0.49999999999999994,0.3,0.4,0.25,0.44999999999999996,0.25,0.4,0.7951580599264958,239.18459203124996,93.71496302920426,1.2919730449702256
130,0.3,0.49999999999999994,0.3,0.4,0.3,0.49999999999999994,0.3,0.4,0.3,0.44999999999999996,0.3,0.4,0.7779785878289072,246.70883499999997,95.35031372809331,1.2813088429912076
131,0.3,0.49999999999999994,0.3,0.4,0.3,0.49999999999999994,0.3,0.4,0.3,0.49999999999999994,0.3,0.4,0.7734396004445804,253.83383499999997,96.03059357012482,1.2768376409031643
132,0.3,0.49999999999999994,0.3,0.45,0.3,0.49999999999999994,0.3,0.45,0.25,0.44999999999999996,0.25,0.4,0.7418208749247113,250.43459203125002,95.18964855472792,1.2861853729002408
133,0.3,0.49999999999999994,0.3,0.45,0.3,0.49999999999999994,0.3,0.45,0.25,0.44999999999999996,0.25,0.45,0.7271337736050306,255.12209203125002,95.54154854730345,1.2849261790151894
134,0.3,0.49999999999999994,0.3,0.45,0.3,0.49999999999999994,0.3,0.45,0.3,0.44999999999999996,0.3,0.4,0.728171479213943,257.958835,96.79660783923376,1.2752967149798027
135,0.3,0.49999999999999994,0.3,0.45,0.3,0.49999999999999994,0.3,0.45,0.3,0.44999999999999996,0.3,0.45,0.7126536468350992,263.583835,97.29837139439373,1.273010546687127
136,0.3,0.49999999999999994,0.3,0.45,0.3,0.49999999999999994,0.3,0.45,0.3,0.49999999999999994,0.3,0.4,0.7236512749219255,265.083835,97.72317658175194,1.2687500314694906
137,0.3,0.49999999999999994,0.3,0.45,0.3,0.49999999999999994,0.3,0.45,0.3,0.49999999999999994,0.3,0.45,0.7083201144029493,270.708835,98.2603620369783,1.2661223994665889
138,0.3,0.49999999999999994,0.3,0.5,0.3,0.49999999999999994,0.3,0.5,0.25,0.44999999999999996,0.25,0.45,0.6861716899378844,266.37209203124996,96.80204592639662,1.2799620982968762
139,0.3,0.49999999999999994,0.3,0.5,0.3,0.49999999999999994,0.3,0.5,0.25,0.44999999999999996,0.25,0.5,0.6753072026823003,271.05959203124996,97.09286484183967,1.2789200874302855
140,0.3,0.49999999999999994,0.3,0.5,0.3,0.49999999999999994,0.3,0.5,0.3,0.44999999999999996,0.3,0.45,0.6743651128354986,274.83383499999997,98.51016816232824,1.2680487337003032
