,hi1,bx1,hx1,by1,hy1,hi2,bx2,hx2,by2,hy2
0,0.35,0.35,0.45,0.35,0.45,0.35,0.35,0.45,0.35,0.45
1,0.39999999999999997,0.35,0.45,0.35,0.45,0.39999999999999997,0.35,0.45,0.35,0.45
2,0.44999999999999996,0.35,0.45,0.35,0.45,0.44999999999999996,0.35,0.45,0.35,0.45
3,0.35,0.35,0.45,0.35,0.5,0.35,0.35,0.45,0.35,0.5
4,0.39999999999999997,0.35,0.45,0.35,0.5,0.39999999999999997,0.35,0.45,0.35,0.5
5,0.44999999999999996,0.35,0.45,0.35,0.5,0.44999999999999996,0.35,0.45,0.35,0.5
6,0.35,0.35,0.45,0.35,0.55,0.35,0.35,0.45,0.35,0.55
7,0.39999999999999997,0.35,0.45,0.35,0.55,0.39999999999999997,0.35,0.45,0.35,0.55
8,0.44999999999999996,0.35,0.45,0.35,0.55,0.44999999999999996,0.35,0.45,0.35,0.55
9,0.35,0.35,0.45,0.35,0.6,0.35,0.35,0.45,0.35,0.6
10,0.39999999999999997,0.35,0.45,0.35,0.6,0.39999999999999997,0.35,0.45,0.35,0.6
11,0.44999999999999996,0.35,0.45,0.35,0.6,0.44999999999999996,0.35,0.45,0.35,0.6
12,0.35,0.35,0.45,0.35,0.6499999999999999,0.35,0.35,0.45,0.35,0.6499999999999999
13,0.39999999999999997,0.35,0.45,0.35,0.6499999999999999,0.39999999999999997,0.35,0.45,0.35,0.6499999999999999
14,0.44999999999999996,0.35,0.45,0.35,0.6499999999999999,0.44999999999999996,0.35,0.45,0.35,0.6499999999999999
15,0.35,0.35,0.5,0.35,0.45,0.35,0.35,0.5,0.35,0.45
16,0.39999999999999997,0.35,0.5,0.35,0.45,0.39999999999999997,0.35,0.5,0.35,0.45
17,0.44999999999999996,0.35,0.5,0.35,0.45,0.44999999999999996,0.35,0.5,0.35,0.45
18,0.35,0.35,0.5,0.35,0.5,0.35,0.35,0.5,0.35,0.5
19,0.39999999999999997,0.35,0.5,0.35,0.5,0.39999999999999997,0.35,0.5,0.35,0.5
20,0.44999999999999996,0.35,0.5,0.35,0.5,0.44999999999999996,0.35,0.5,0.35,0.5
21,0.35,0.35,0.5,0.35,0.55,0.35,0.35,0.5,0.35,0.55
22,0.39999999999999997,0.35,0.5,0.35,0.55,0.39999999999999997,0.35,0.5,0.35,0.55
23,0.44999999999999996,0.35,0.5,0.35,0.55,0.44999999999999996,0.35,0.5,0.35,0.55
24,0.35,0.35,0.5,0.35,0.6,0.35,0.35,0.5,0.35,0.6
25,0.39999999999999997,0.35,0.5,0.35,0.6,0.39999999999999997,0.35,0.5,0.35,0.6
26,0.44999999999999996,0.35,0.5,0.35,0.6,0.44999999999999996,0.35,0.5,0.35,0.6
27,0.35,0.35,0.5,0.35,0.6499999999999999,0.35,0.35,0.5,0.35,0.6499999999999999
28,0.39999999999999997,0.35,0.5,0.35,0.6499999999999999,0.39999999999999997,0.35,0.5,0.35,0.6499999999999999
29,0.44999999999999996,0.35,0.5,0.35,0.6499999999999999,0.44999999999999996,0.35,0.5,0.35,0.6499999999999999
30,0.35,0.35,0.55,0.35,0.45,0.35,0.35,0.55,0.35,0.45
31,0.39999999999999997,0.35,0.55,0.35,0.45,0.39999999999999997,0.35,0.55,0.35,0.45
32,0.44999999999999996,0.35,0.55,0.35,0.45,0.44999999999999996,0.35,0.55,0.35,0.45
33,0.35,0.35,0.55,0.35,0.5,0.35,0.35,0.55,0.35,0.5
34,0.39999999999999997,0.35,0.55,0.35,0.5,0.39999999999999997,0.35,0.55,0.35,0.5
35,0.44999999999999996,0.35,0.55,0.35,0.5,0.44999999999999996,0.35,0.55,0.35,0.5
36,0.35,0.35,0.55,0.35,0.55,0.35,0.35,0.55,0.35,0.55
37,0.39999999999999997,0.35,0.55,0.35,0.55,0.39999999999999997,0.35,0.55,0.35,0.55
38,0.44999999999999996,0.35,0.55,0.35,0.55,0.44999999999999996,0.35,0.55,0.35,0.55
39,0.35,0.35,0.55,0.35,0.6,0.35,0.35,0.55,0.35,0.6
40,0.39999999999999997,0.35,0.55,0.35,0.6,0.39999999999999997,0.35,0.55,0.35,0.6
41,0.44999999999999996,0.35,0.55,0.35,0.6,0.44999999999999996,0.35,0.55,0.35,0.6
42,0.35,0.35,0.55,0.35,0.6499999999999999,0.35,0.35,0.55,0.35,0.6499999999999999
43,0.39999999999999997,0.35,0.55,0.35,0.6499999999999999,0.39999999999999997,0.35,0.55,0.35,0.6499999999999999
44,0.44999999999999996,0.35,0.55,0.35,0.6499999999999999,0.44999999999999996,0.35,0.55,0.35,0.6499999999999999
45,0.35,0.35,0.6,0.35,0.45,0.35,0.35,0.6,0.35,0.45
46,0.39999999999999997,0.35,0.6,0.35,0.45,0.39999999999999997,0.35,0.6,0.35,0.45
47,0.44999999999999996,0.35,0.6,0.35,0.45,0.44999999999999996,0.35,0.6,0.35,0.45
48,0.35,0.35,0.6,0.35,0.5,0.35,0.35,0.6,0.35,0.5
49,0.39999999999999997,0.35,0.6,0.35,0.5,0.39999999999999997,0.35,0.6,0.35,0.5
50,0.44999999999999996,0.35,0.6,0.35,0.5,0.44999999999999996,0.35,0.6,0.35,0.5
51,0.35,0.35,0.6,0.35,0.55,0.35,0.35,0.6,0.35,0.55
52,0.39999999999999997,0.35,0.6,0.35,0.55,0.39999999999999997,0.35,0.6,0.35,0.55
53,0.44999999999999996,0.35,0.6,0.35,0.55,0.44999999999999996,0.35,0.6,0.35,0.55
54,0.35,0.35,0.6,0.35,0.6,0.35,0.35,0.6,0.35,0.6
55,0.39999999999999997,0.35,0.6,0.35,0.6,0.39999999999999997,0.35,0.6,0.35,0.6
56,0.44999999999999996,0.35,0.6,0.35,0.6,0.44999999999999996,0.35,0.6,0.35,0.6
57,0.35,0.35,0.6,0.35,0.6499999999999999,0.35,0.35,0.6,0.35,0.6499999999999999
58,0.39999999999999997,0.35,0.6,0.35,0.6499999999999999,0.39999999999999997,0.35,0.6,0.35,0.6499999999999999
59,0.44999999999999996,0.35,0.6,0.35,0.6499999999999999,0.44999999999999996,0.35,0.6,0.35,0.6499999999999999
60,0.35,0.35,0.6499999999999999,0.35,0.45,0.35,0.35,0.6499999999999999,0.35,0.45
61,0.39999999999999997,0.35,0.6499999999999999,0.35,0.45,0.39999999999999997,0.35,0.6499999999999999,0.35,0.45
62,0.44999999999999996,0.35,0.6499999999999999,0.35,0.45,0.44999999999999996,0.35,0.6499999999999999,0.35,0.45
63,0.35,0.35,0.6499999999999999,0.35,0.5,0.35,0.35,0.6499999999999999,0.35,0.5
64,0.39999999999999997,0.35,0.6499999999999999,0.35,0.5,0.39999999999999997,0.35,0.6499999999999999,0.35,0.5
65,0.44999999999999996,0.35,0.6499999999999999,0.35,0.5,0.44999999999999996,0.35,0.6499999999999999,0.35,0.5
66,0.35,0.35,0.6499999999999999,0.35,0.55,0.35,0.35,0.6499999999999999,0.35,0.55
67,0.39999999999999997,0.35,0.6499999999999999,0.35,0.55,0.39999999999999997,0.35,0.6499999999999999,0.35,0.55
68,0.44999999999999996,0.35,0.6499999999999999,0.35,0.55,0.44999999999999996,0.35,0.6499999999999999,0.35,0.55
69,0.35,0.35,0.6499999999999999,0.35,0.6,0.35,0.35,0.6499999999999999,0.35,0.6
70,0.39999999999999997,0.35,0.6499999999999999,0.35,0.6,0.39999999999999997,0.35,0.6499999999999999,0.35,0.6
71,0.44999999999999996,0.35,0.6499999999999999,0.35,0.6,0.44999999999999996,0.35,0.6499999999999999,0.35,0.6
72,0.35,0.35,0.6499999999999999,0.35,0.6499999999999999,0.35,0.35,0.6499999999999999,0.35,0.6499999999999999
73,0.39999999999999997,0.35,0.6499999999999999,0.35,0.6499999999999999,0.39999999999999997,0.35,0.6499999999999999,0.35,0.6499999999999999
74,0.44999999999999996,0.35,0.6499999999999999,0.35,0.6499999999999999,0.44999999999999996,0.35,0.6499999999999999,0.35,0.6499999999999999
75,0.39999999999999997,0.39999999999999997,0.5,0.39999999999999997,0.5,0.39999999999999997,0.39999999999999997,0.5,0.39999999999999997,0.5
