,hi1,bx1,hx1,by1,hy1,hi2,bx2,hx2,by2,hy2,hi3,bx3,hx3,by3,hy3,hi4,bx4,hx4,by4,hy4,hi5,bx5,hx5,by5,hy5,hi6,bx6,hx6,by6,hy6
0,0.5,0.45,0.55,0.45,0.55,0.5,0.45,0.55,0.45,0.55,0.5,0.4,0.5,0.4,0.5,0.5,0.4,0.5,0.4,0.5,0.5,0.4,0.5,0.4,0.5,0.5,0.4,0.5,0.4,0.5
