,he1,hi1,b1,h1,he2,hi2,b2,h2,he3,hi3,b3,h3,he4,hi4,b4,h4,he5,hi5,b5,h5,he6,hi6,b6,h6,T,Weight,Mstar,Part Factor
0,0.45,0.45,0.45,0.55,0.45,0.45,0.45,0.55,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.721386097,4030.75,530.0882595,1.268269927
